Feature_ID,CAS,Mean_RT
000593-49-7_group8,000593-49-7,24.4354
000594-65-0_group1,000594-65-0,0.15339999999999998
000594-65-0_group2,000594-65-0,3.171366666666667
000594-89-8_group1,000594-89-8,6.4823
000595-41-5_group1,000595-41-5,14.5047
000597-64-8_group1,000597-64-8,13.4374
000597-64-8_group2,000597-64-8,20.0429
000597-76-2_group1,000597-76-2,11.0944
000598-01-6_group1,000598-01-6,10.7284
000598-23-2_group1,000598-23-2,5.7475
000598-25-4_group1,000598-25-4,3.5712923076923078
000598-56-1_group1,000598-56-1,1.5569
000598-56-1_group2,000598-56-1,7.7493
000598-74-3_group1,000598-74-3,3.203
000598-74-3_group2,000598-74-3,3.9852199999999995
000598-94-7_group1,000598-94-7,3.1669
000598-94-7_group2,000598-94-7,34.936400000000006
000598-98-1_group1,000598-98-1,10.7311
000602-09-5_group1,000602-09-5,44.5751
000603-02-1_group1,000603-02-1,15.7377
000603-02-1_group2,000603-02-1,17.1712
000603-35-0_group1,000603-35-0,23.6524
000604-88-6_group1,000604-88-6,18.8981
000605-02-7_group1,000605-02-7,32.9268
000605-39-0_group1,000605-39-0,15.4331
000605-39-0_group2,000605-39-0,17.0366
000605-39-0_group3,000605-39-0,17.75525
000605-39-0_group4,000605-39-0,18.1317
000605-39-0_group5,000605-39-0,19.2255
000605-39-0_group6,000605-39-0,24.9015
000605-48-1_group1,000605-48-1,45.4004
000605-54-9_group1,000605-54-9,10.7747
000605-67-4_group1,000605-67-4,49.6351
000605-81-2_group1,000605-81-2,6.6349
000606-45-1_group1,000606-45-1,16.9045
000607-53-4_group1,000607-53-4,6.003
000607-91-0_group1,000607-91-0,20.7406
000607-97-6_group1,000607-97-6,15.5429
000608-07-1_group1,000608-07-1,13.0513
000608-07-1_group2,000608-07-1,13.5899
000609-02-9_group1,000609-02-9,15.1206
000609-19-8_group1,000609-19-8,23.4213
000609-19-8_group2,000609-19-8,25.5913
000609-19-8_group3,000609-19-8,32.8331
000609-26-7_group1,000609-26-7,3.9912000000000005
000609-26-7_group2,000609-26-7,8.3308
000609-27-8_group1,000609-27-8,5.5045
000609-72-3_group1,000609-72-3,10.4444
000610-39-9_group1,000610-39-9,19.7321
000610-91-3_group1,000610-91-3,10.4828
000611-14-3_group1,000611-14-3,8.2714
000611-14-3_group2,000611-14-3,9.303312698412698
000611-14-3_group3,000611-14-3,10.3116
000611-14-3_group4,000611-14-3,10.7466
000611-14-3_group5,000611-14-3,11.5904
000611-14-3_group6,000611-14-3,12.0285
000611-15-4_group1,000611-15-4,9.8704
000611-15-4_group2,000611-15-4,10.36498
000611-15-4_group3,000611-15-4,13.5886
000611-23-4_group1,000611-23-4,6.817
000611-43-8_group1,000611-43-8,18.1264
000611-64-3_group1,000611-64-3,8.7649
000611-64-3_group2,000611-64-3,11.378
000611-74-5_group1,000611-74-5,19.00285
000611-74-5_group2,000611-74-5,25.3093
000611-74-5_group3,000611-74-5,25.858008333333334
000612-17-9_group1,000612-17-9,12.9403
000612-17-9_group2,000612-17-9,16.4192
000612-22-6_group1,000612-22-6,9.77805
000612-60-2_group1,000612-60-2,19.6489
000612-75-9_group1,000612-75-9,18.4104
000612-75-9_group2,000612-75-9,19.740783333333333
000612-75-9_group3,000612-75-9,19.9897
000612-94-2_group1,000612-94-2,38.64705
000612-96-4_group1,000612-96-4,15.2483
000612-96-4_group2,000612-96-4,34.13575
000612-96-4_group3,000612-96-4,34.737
000612-96-4_group4,000612-96-4,35.8663
000613-13-8_group1,000613-13-8,35.7005
000613-31-0_group1,000613-31-0,18.3575
000613-33-2_group1,000613-33-2,19.7918
000613-45-6_group1,000613-45-6,22.88993333333333
000613-89-8_group1,000613-89-8,12.0541
000613-89-8_group2,000613-89-8,13.83335
000613-91-2_group1,000613-91-2,13.1486
000613-91-2_group2,000613-91-2,13.8592
000613-93-4_group1,000613-93-4,33.7134
000613-97-8_group1,000613-97-8,8.3628
000614-57-3_group1,000614-57-3,15.4944
000614-57-3_group2,000614-57-3,39.634
000615-12-3_group1,000615-12-3,13.7553
000615-15-6_group1,000615-15-6,11.5334
000615-53-2_group1,000615-53-2,1.6625999999999999
000615-57-6_group1,000615-57-6,8.7137
000615-62-3_group1,000615-62-3,15.506633333333333
000615-62-3_group2,000615-62-3,15.73875
000615-74-7_group1,000615-74-7,15.396423529411763
000615-84-9_group1,000615-84-9,0.4207
000615-90-7_group1,000615-90-7,15.984649999999998
000616-02-4_group1,000616-02-4,4.9634
000616-38-6_group1,000616-38-6,1.7553
000616-38-6_group2,000616-38-6,5.4736
000616-38-6_group3,000616-38-6,24.4658
000616-39-7_group1,000616-39-7,1.8166
000616-40-0_group1,000616-40-0,11.9504
000616-42-2_group1,000616-42-2,2.9963
000616-42-2_group2,000616-42-2,8.258125
000616-44-4_group1,000616-44-4,3.7732
000616-44-4_group2,000616-44-4,7.7826
000616-62-6_group1,000616-62-6,13.5254
000617-36-7_group1,000617-36-7,0.1532
000617-36-7_group2,000617-36-7,3.11
000617-84-5_group1,000617-84-5,8.0287
000617-84-5_group2,000617-84-5,8.2712
000617-84-5_group3,000617-84-5,8.5861
000617-84-5_group4,000617-84-5,11.037025
000617-85-6_group1,000617-85-6,13.305733333333334
000617-94-7_group1,000617-94-7,13.916077142857143
000617-94-7_group2,000617-94-7,17.36675
000617-94-7_group3,000617-94-7,17.683894444444448
000618-36-0_group1,000618-36-0,8.36115
000618-40-6_group1,000618-40-6,12.0771
000618-40-6_group2,000618-40-6,13.8191
000618-40-6_group3,000618-40-6,25.9246
000618-42-8_group1,000618-42-8,6.6278749999999995
000618-42-8_group2,000618-42-8,7.2438
000618-47-3_group1,000618-47-3,10.3201
000619-25-0_group1,000619-25-0,20.9763
000619-55-6_group1,000619-55-6,14.268
000619-73-8_group1,000619-73-8,17.0667
000619-99-8_group1,000619-99-8,4.061209090909092
000619-99-8_group2,000619-99-8,4.804675
000619-99-8_group3,000619-99-8,5.280733333333333
000619-99-8_group4,000619-99-8,5.6866
000619-99-8_group5,000619-99-8,6.8664
000619-99-8_group6,000619-99-8,14.8448
000620-02-0_group1,000620-02-0,12.2613
000620-02-0_group2,000620-02-0,12.4659
000620-14-4_group1,000620-14-4,8.923820454545455
000620-14-4_group2,000620-14-4,12.0314
000620-17-7_group1,000620-17-7,18.899175
000620-17-7_group2,000620-17-7,25.5147
000620-22-4_group1,000620-22-4,15.9597
000620-23-5_group1,000620-23-5,12.919842857142857
000620-23-5_group2,000620-23-5,16.49145
000620-47-3_group1,000620-47-3,18.2067
000620-83-7_group1,000620-83-7,24.4154
000620-83-7_group2,000620-83-7,24.7406
000620-85-9_group1,000620-85-9,17.3166
000620-85-9_group2,000620-85-9,17.9196
000621-23-8_group1,000621-23-8,21.0161
000621-23-8_group2,000621-23-8,21.2163
000621-23-8_group3,000621-23-8,24.1524
000621-23-8_group4,000621-23-8,34.1449
000621-30-7_group1,000621-30-7,8.2591
000621-33-0_group1,000621-33-0,8.4477
000621-33-0_group2,000621-33-0,17.3074
000621-63-6_group1,000621-63-6,5.0686
000621-84-1_group1,000621-84-1,13.56285
000621-84-1_group2,000621-84-1,13.82742
000621-84-1_group3,000621-84-1,17.514
000622-03-7_group1,000622-03-7,18.4101
000622-46-8_group1,000622-46-8,15.4376
000622-46-8_group10,000622-46-8,25.4955
000622-46-8_group2,000622-46-8,16.98028316831683
000622-46-8_group3,000622-46-8,18.138066666666667
000622-46-8_group4,000622-46-8,18.515150000000002
000622-46-8_group5,000622-46-8,19.100099999999998
000622-46-8_group6,000622-46-8,21.7341
000622-46-8_group7,000622-46-8,22.2012
000622-46-8_group8,000622-46-8,22.6084
000622-46-8_group9,000622-46-8,25.2892
000622-61-7_group1,000622-61-7,24.6963
000622-76-4_group1,000622-76-4,12.7
000622-79-7_group1,000622-79-7,15.023666666666665
000622-85-5_group1,000622-85-5,12.5948
000622-85-5_group2,000622-85-5,12.8283
000622-86-6_group1,000622-86-6,16.9861
000622-86-6_group2,000622-86-6,17.3513
000622-86-6_group3,000622-86-6,17.729100000000003
000622-86-6_group4,000622-86-6,18.2095
000622-86-6_group5,000622-86-6,18.648
000622-96-8_group1,000622-96-8,8.2841
000622-96-8_group2,000622-96-8,8.8985
000622-96-8_group3,000622-96-8,9.368
000622-96-8_group4,000622-96-8,11.674533333333335
000622-96-8_group5,000622-96-8,12.024
000622-97-9_group1,000622-97-9,10.425933333333333
000623-11-0_group1,000623-11-0,20.9301
000623-27-8_group1,000623-27-8,14.6135
000623-30-3_group1,000623-30-3,16.5994
000623-30-3_group2,000623-30-3,18.215020000000003
000623-36-9_group1,000623-36-9,4.8134
000623-36-9_group2,000623-36-9,7.4234
000623-39-2_group1,000623-39-2,15.8992
000623-42-7_group1,000623-42-7,6.158225
000623-43-8_group1,000623-43-8,6.3229
000623-50-7_group1,000623-50-7,5.5215
000623-53-0_group1,000623-53-0,2.5366999999999997
000623-69-8_group1,000623-69-8,16.324
000623-78-9_group1,000623-78-9,10.2809
000623-81-4_group1,000623-81-4,25.1848
000624-42-0_group1,000624-42-0,14.1547
000624-48-6_group1,000624-48-6,9.2641
000624-64-6_group1,000624-64-6,3.2725
000624-73-7_group1,000624-73-7,10.8679
000624-78-2_group1,000624-78-2,24.7277
000624-80-6_group1,000624-80-6,3.9066
000624-80-6_group2,000624-80-6,11.0137
000624-84-0_group1,000624-84-0,13.5172
000624-92-0_group1,000624-92-0,3.142122222222222
000624-92-0_group2,000624-92-0,7.3891
000624-97-5_group1,000624-97-5,5.18585
000624-97-5_group2,000624-97-5,6.6836
000625-08-1_group1,000625-08-1,5.0569
000625-33-2_group1,000625-33-2,6.285666666666667
000625-38-7_group1,000625-38-7,3.2037
000625-38-7_group2,000625-38-7,4.4703
000625-38-7_group3,000625-38-7,6.6764
000625-43-4_group1,000625-43-4,0.143
000625-43-4_group2,000625-43-4,0.8754866666666667
000625-43-4_group3,000625-43-4,3.8346
000625-43-4_group4,000625-43-4,4.0359
000625-50-3_group1,000625-50-3,4.0409
000625-50-3_group2,000625-50-3,7.359
000625-50-3_group3,000625-50-3,7.6898
000625-50-3_group4,000625-50-3,8.2651
000625-50-3_group5,000625-50-3,8.5634
000625-50-3_group6,000625-50-3,10.931400000000002
000625-50-3_group7,000625-50-3,11.7585
000625-54-7_group1,000625-54-7,8.365200000000002
000625-55-8_group1,000625-55-8,1.9075
000625-55-8_group2,000625-55-8,3.9474
000625-55-8_group3,000625-55-8,5.3755
000625-55-8_group4,000625-55-8,8.375960000000001
000625-84-3_group1,000625-84-3,12.64865
000625-86-5_group1,000625-86-5,2.5768666666666666
000625-86-5_group2,000625-86-5,5.791625
000625-86-5_group3,000625-86-5,12.8635
000625-86-5_group4,000625-86-5,15.5486
000626-02-8_group1,000626-02-8,19.55185
000626-02-8_group2,000626-02-8,20.0332
000626-19-7_group1,000626-19-7,14.620750000000001
000626-33-5_group1,000626-33-5,12.5851
000626-58-4_group1,000626-58-4,4.8111
000626-58-4_group2,000626-58-4,16.81075
000626-91-5_group1,000626-91-5,3.9414
000626-93-7_group1,000626-93-7,13.5181
000626-97-1_group1,000626-97-1,5.0869
000626-99-3_group1,000626-99-3,7.1107
000627-00-9_group1,000627-00-9,12.5206
000627-02-1_group1,000627-02-1,5.188666666666666
000627-02-1_group2,000627-02-1,6.7213
000627-08-7_group1,000627-08-7,7.2125
000627-12-3_group1,000627-12-3,14.069849999999999
000627-18-9_group1,000627-18-9,19.7796
000627-20-3_group1,000627-20-3,3.4631
000627-20-3_group2,000627-20-3,4.5673
000627-20-3_group3,000627-20-3,8.4644
000627-21-4_group1,000627-21-4,1.347675
000627-21-4_group2,000627-21-4,3.6065
000627-27-0_group1,000627-27-0,12.5532
000627-37-2_group1,000627-37-2,2.0024
000627-37-2_group2,000627-37-2,4.9068000000000005
000627-40-7_group1,000627-40-7,4.0501
000627-40-7_group2,000627-40-7,10.8566
000627-40-7_group3,000627-40-7,11.182
000627-40-7_group4,000627-40-7,12.0433
000627-44-1_group1,000627-44-1,0.2014
000627-45-2_group1,000627-45-2,8.0258
000627-45-2_group2,000627-45-2,8.5872
000627-45-2_group3,000627-45-2,9.961133333333335
000627-45-2_group4,000627-45-2,16.2214
000627-59-8_group1,000627-59-8,5.4207
000627-74-7_group1,000627-74-7,24.7217
000627-74-7_group2,000627-74-7,25.5641
000627-82-7_group1,000627-82-7,21.90165
000628-02-4_group1,000628-02-4,11.0453
000628-08-0_group1,000628-08-0,5.1699
000628-16-0_group1,000628-16-0,5.365
000628-16-0_group2,000628-16-0,5.71028
000628-41-1_group1,000628-41-1,4.4985
000628-47-7_group1,000628-47-7,4.26975
000628-87-5_group1,000628-87-5,23.42
000628-99-9_group1,000628-99-9,7.864
000629-20-9_group1,000629-20-9,9.3254125
000629-20-9_group2,000629-20-9,11.958533333333333
000629-50-5_group1,000629-50-5,6.246099999999999
000629-50-5_group2,000629-50-5,8.039
000629-50-5_group3,000629-50-5,9.559366666666666
000629-50-5_group4,000629-50-5,9.9067
000629-50-5_group5,000629-50-5,10.2926
000629-50-5_group6,000629-50-5,12.313051851851853
000629-50-5_group7,000629-50-5,17.9038
000629-50-5_group8,000629-50-5,19.208023076923077
000629-50-5_group9,000629-50-5,30.5738
000629-54-9_group1,000629-54-9,39.3315
000629-59-4_group1,000629-59-4,8.04425
000629-59-4_group10,000629-59-4,21.97826153846154
000629-59-4_group11,000629-59-4,23.5604
000629-59-4_group12,000629-59-4,26.2581
000629-59-4_group2,000629-59-4,8.9118
000629-59-4_group3,000629-59-4,9.876614285714286
000629-59-4_group4,000629-59-4,10.543286363636364
000629-59-4_group5,000629-59-4,11.1401
000629-59-4_group6,000629-59-4,11.977
000629-59-4_group7,000629-59-4,12.20755
000629-59-4_group8,000629-59-4,13.498873913043479
000629-59-4_group9,000629-59-4,18.7326
000629-62-9_group1,000629-62-9,8.037433333333333
000629-62-9_group10,000629-62-9,14.2061
000629-62-9_group11,000629-62-9,14.538585714285713
000629-62-9_group12,000629-62-9,16.7176
000629-62-9_group13,000629-62-9,18.7249
000629-62-9_group14,000629-62-9,18.9581
000629-62-9_group15,000629-62-9,21.216549999999998
000629-62-9_group16,000629-62-9,23.5496
000629-62-9_group17,000629-62-9,24.550184615384616
000629-62-9_group18,000629-62-9,28.225846153846152
000629-62-9_group19,000629-62-9,30.9322
000629-62-9_group2,000629-62-9,8.6684
000629-62-9_group20,000629-62-9,31.7915
000629-62-9_group21,000629-62-9,39.5739
000629-62-9_group3,000629-62-9,8.997190909090909
000629-62-9_group4,000629-62-9,9.518111111
000629-62-9_group5,000629-62-9,10.1221
000629-62-9_group6,000629-62-9,10.365925
000629-62-9_group7,000629-62-9,11.460282812500001
000629-62-9_group8,000629-62-9,12.1828
000629-62-9_group9,000629-62-9,13.081
000629-63-0_group1,000629-63-0,10.0759
000629-63-0_group2,000629-63-0,10.3185
000629-64-1_group1,000629-64-1,4.0588
000629-64-1_group2,000629-64-1,5.2887
000629-64-1_group3,000629-64-1,7.7921
000629-64-1_group4,000629-64-1,9.9156
000629-72-1_group1,000629-72-1,15.5996
000629-73-2_group1,000629-73-2,6.3441
000629-73-2_group10,000629-73-2,17.1564
000629-73-2_group11,000629-73-2,18.2514
000629-73-2_group12,000629-73-2,18.8632
000629-73-2_group13,000629-73-2,21.2329
000629-73-2_group14,000629-73-2,21.5996
000629-73-2_group15,000629-73-2,21.8625
000629-73-2_group16,000629-73-2,22.72
000629-73-2_group17,000629-73-2,24.0661
000629-73-2_group18,000629-73-2,24.326900000000002
000629-73-2_group19,000629-73-2,25.4254
000629-73-2_group2,000629-73-2,9.86035
000629-73-2_group20,000629-73-2,26.809833333333334
000629-73-2_group21,000629-73-2,31.5465
000629-73-2_group22,000629-73-2,36.1942
000629-73-2_group23,000629-73-2,37.3368
000629-73-2_group3,000629-73-2,12.373987096774194
000629-73-2_group4,000629-73-2,13.3047
000629-73-2_group5,000629-73-2,13.6766
000629-73-2_group6,000629-73-2,14.1319
000629-73-2_group7,000629-73-2,14.6265
000629-73-2_group8,000629-73-2,15.19305
000629-73-2_group9,000629-73-2,15.976325
000629-74-3_group1,000629-74-3,6.1054
000629-74-3_group2,000629-74-3,11.5913
000629-74-3_group3,000629-74-3,12.057
000629-74-3_group4,000629-74-3,14.2979
000629-76-5_group1,000629-76-5,15.721
000629-78-7_group1,000629-78-7,3.1199
000629-78-7_group10,000629-78-7,13.2115875
000629-78-7_group11,000629-78-7,16.62071111111111
000629-78-7_group12,000629-78-7,17.9026
000629-78-7_group13,000629-78-7,18.8654
000629-78-7_group14,000629-78-7,20.94385
000629-78-7_group15,000629-78-7,23.3954
000629-78-7_group16,000629-78-7,25.572809999999997
000629-78-7_group17,000629-78-7,25.8734
000629-78-7_group18,000629-78-7,29.358642857142858
000629-78-7_group19,000629-78-7,30.347250000000003
000629-78-7_group2,000629-78-7,9.027550000000002
000629-78-7_group20,000629-78-7,30.6306
000629-78-7_group21,000629-78-7,30.8546
000629-78-7_group22,000629-78-7,32.4871
000629-78-7_group23,000629-78-7,33.6949
000629-78-7_group24,000629-78-7,35.9306
000629-78-7_group25,000629-78-7,38.8812
000629-78-7_group26,000629-78-7,41.369
000629-78-7_group27,000629-78-7,43.0866
000629-78-7_group28,000629-78-7,44.7424
000629-78-7_group29,000629-78-7,47.8763
000629-78-7_group3,000629-78-7,9.5271
000629-78-7_group30,000629-78-7,49.359
000629-78-7_group4,000629-78-7,9.738949999999999
000629-78-7_group5,000629-78-7,10.3433
000629-78-7_group6,000629-78-7,10.78905
000629-78-7_group7,000629-78-7,11.1109
000629-78-7_group8,000629-78-7,11.4662
000629-78-7_group9,000629-78-7,12.518128571428573
000629-79-8_group1,000629-79-8,13.9588
000629-80-1_group1,000629-80-1,11.5264
000629-80-1_group2,000629-80-1,12.477540000000001
000629-82-3_group1,000629-82-3,5.3103
000629-82-3_group2,000629-82-3,6.6968
000629-82-3_group3,000629-82-3,6.9951
000629-82-3_group4,000629-82-3,8.9217
000629-82-3_group5,000629-82-3,13.81315
000629-82-3_group6,000629-82-3,28.535800000000002
000629-92-5_group1,000629-92-5,6.42115
000629-92-5_group10,000629-92-5,13.94755
000629-92-5_group11,000629-92-5,14.3698
000629-92-5_group12,000629-92-5,16.6057
000629-92-5_group13,000629-92-5,18.1577
000629-92-5_group14,000629-92-5,18.6119
000629-92-5_group15,000629-92-5,19.0638
000629-92-5_group16,000629-92-5,20.2584
000629-92-5_group17,000629-92-5,21.115433333333332
000629-92-5_group18,000629-92-5,22.211275
000629-92-5_group19,000629-92-5,23.46598
000629-92-5_group2,000629-92-5,7.311577777777777
000629-92-5_group20,000629-92-5,23.8941
000629-92-5_group21,000629-92-5,24.439
000629-92-5_group22,000629-92-5,27.06015
000629-92-5_group23,000629-92-5,28.0824
000629-92-5_group24,000629-92-5,30.6455
000629-92-5_group25,000629-92-5,32.0484
000629-92-5_group26,000629-92-5,33.7285375
000629-92-5_group27,000629-92-5,34.0928
000629-92-5_group28,000629-92-5,35.7653
000629-92-5_group29,000629-92-5,37.38955
000629-92-5_group3,000629-92-5,8.70765
000629-92-5_group30,000629-92-5,39.66695
000629-92-5_group31,000629-92-5,40.9057
000629-92-5_group32,000629-92-5,41.8831
000629-92-5_group4,000629-92-5,9.59896
000629-92-5_group5,000629-92-5,10.45475
000629-92-5_group6,000629-92-5,11.1799
000629-92-5_group7,000629-92-5,11.512500000000001
000629-92-5_group8,000629-92-5,11.93055
000629-92-5_group9,000629-92-5,12.617566666666667
000629-93-6_group1,000629-93-6,6.652150000000001
000629-93-6_group2,000629-93-6,8.9632
000629-93-6_group3,000629-93-6,9.3249
000629-93-6_group4,000629-93-6,9.56385
000629-93-6_group5,000629-93-6,18.5674
000629-94-7_group1,000629-94-7,6.741925
000629-94-7_group10,000629-94-7,13.347
000629-94-7_group11,000629-94-7,17.3812
000629-94-7_group12,000629-94-7,18.4084
000629-94-7_group13,000629-94-7,18.6292
000629-94-7_group14,000629-94-7,20.3867
000629-94-7_group15,000629-94-7,22.15515
000629-94-7_group16,000629-94-7,23.009
000629-94-7_group17,000629-94-7,23.5549375
000629-94-7_group18,000629-94-7,24.4186
000629-94-7_group19,000629-94-7,25.0639
000629-94-7_group2,000629-94-7,8.932516666666666
000629-94-7_group20,000629-94-7,25.90475
000629-94-7_group21,000629-94-7,26.4879
000629-94-7_group22,000629-94-7,26.7229
000629-94-7_group23,000629-94-7,27.0321
000629-94-7_group24,000629-94-7,27.4639
000629-94-7_group25,000629-94-7,29.5053
000629-94-7_group26,000629-94-7,29.827225
000629-94-7_group27,000629-94-7,30.3457
000629-94-7_group28,000629-94-7,32.6998
000629-94-7_group29,000629-94-7,33.0891
000629-94-7_group3,000629-94-7,9.47165
000629-94-7_group30,000629-94-7,34.0445
000629-94-7_group31,000629-94-7,35.33834
000629-94-7_group32,000629-94-7,37.2481
000629-94-7_group33,000629-94-7,37.7123
000629-94-7_group34,000629-94-7,39.5823
000629-94-7_group35,000629-94-7,40.9434
000629-94-7_group36,000629-94-7,41.37035
000629-94-7_group37,000629-94-7,41.7664
000629-94-7_group38,000629-94-7,42.4353
000629-94-7_group39,000629-94-7,44.76263333333333
000629-94-7_group4,000629-94-7,10.081433333333335
000629-94-7_group40,000629-94-7,47.8639
000629-94-7_group41,000629-94-7,49.3516
000629-94-7_group5,000629-94-7,10.7617
000629-94-7_group6,000629-94-7,11.3681
000629-94-7_group7,000629-94-7,11.67965
000629-94-7_group8,000629-94-7,12.5043
000629-94-7_group9,000629-94-7,12.957522222222222
000629-96-9_group1,000629-96-9,14.3705
000629-97-0_group1,000629-97-0,11.4929
000629-99-2_group1,000629-99-2,6.6163
000629-99-2_group2,000629-99-2,7.746
000629-99-2_group3,000629-99-2,8.988475
000629-99-2_group4,000629-99-2,9.579455555555557
000629-99-2_group5,000629-99-2,11.4968
000629-99-2_group6,000629-99-2,12.038
000629-99-2_group7,000629-99-2,12.4924
000629-99-2_group8,000629-99-2,18.6209
000629-99-2_group9,000629-99-2,23.4051
000630-01-3_group1,000630-01-3,7.0781
000630-01-3_group10,000630-01-3,36.1367
000630-01-3_group2,000630-01-3,9.011800000000001
000630-01-3_group3,000630-01-3,9.721125
000630-01-3_group4,000630-01-3,10.130866666666668
000630-01-3_group5,000630-01-3,10.369
000630-01-3_group6,000630-01-3,10.80485
000630-01-3_group7,000630-01-3,11.5175
000630-01-3_group8,000630-01-3,12.4616
000630-01-3_group9,000630-01-3,23.513966666666665
000630-02-4_group1,000630-02-4,9.769266666666667
000630-02-4_group2,000630-02-4,10.7944
000630-02-4_group3,000630-02-4,11.9295
000630-02-4_group4,000630-02-4,12.484033333333334
000630-02-4_group5,000630-02-4,12.90675
000630-02-4_group6,000630-02-4,24.4336
000630-02-4_group7,000630-02-4,44.7466
000630-04-6_group1,000630-04-6,8.5934
000630-04-6_group10,000630-04-6,23.516199999999998
000630-04-6_group11,000630-04-6,24.421750000000003
000630-04-6_group12,000630-04-6,35.324299999999994
000630-04-6_group13,000630-04-6,37.2228
000630-04-6_group14,000630-04-6,38.2574
000630-04-6_group2,000630-04-6,9.0227
000630-04-6_group3,000630-04-6,9.703825
000630-04-6_group4,000630-04-6,10.3744
000630-04-6_group5,000630-04-6,10.864766666666668
000630-04-6_group6,000630-04-6,11.435933333333333
000630-04-6_group7,000630-04-6,12.4414
000630-04-6_group8,000630-04-6,20.3616
000630-04-6_group9,000630-04-6,21.021
000630-06-8_group1,000630-06-8,12.9374
000630-17-1_group1,000630-17-1,11.7616
000631-67-4_group1,000631-67-4,5.0672
000631-67-4_group2,000631-67-4,20.6206
000632-15-5_group1,000632-15-5,15.5935
000632-22-4_group1,000632-22-4,10.500150000000001
000632-22-4_group2,000632-22-4,11.530985714285714
000634-03-7_group1,000634-03-7,13.7113
000634-03-7_group2,000634-03-7,14.7328
000634-36-6_group1,000634-36-6,7.9587
000634-37-7_group1,000634-37-7,15.5167
000635-11-0_group1,000635-11-0,21.9786
000636-54-4_group1,000636-54-4,10.134
000636-82-8_group1,000636-82-8,8.0173
000637-50-3_group1,000637-50-3,10.3576875
000637-50-3_group2,000637-50-3,13.5313
000637-55-8_group1,000637-55-8,12.8565
000637-55-8_group2,000637-55-8,19.1562
000637-69-4_group1,000637-69-4,9.9725
000637-88-7_group1,000637-88-7,7.1214
000637-92-3_group1,000637-92-3,5.1445
000637-92-3_group2,000637-92-3,6.7204
000638-04-0_group1,000638-04-0,3.7398
000638-11-9_group1,000638-11-9,15.0874
000638-11-9_group2,000638-11-9,15.3526
000638-25-5_group1,000638-25-5,17.3654
000638-32-4_group1,000638-32-4,24.1438
000638-36-8_group1,000638-36-8,6.337371428571429
000638-36-8_group10,000638-36-8,16.18625
000638-36-8_group11,000638-36-8,17.0646
000638-36-8_group12,000638-36-8,19.683
000638-36-8_group13,000638-36-8,20.5056
000638-36-8_group14,000638-36-8,21.2171
000638-36-8_group15,000638-36-8,21.450333333333333
000638-36-8_group16,000638-36-8,25.290550000000003
000638-36-8_group17,000638-36-8,26.0567
000638-36-8_group18,000638-36-8,27.405075
000638-36-8_group19,000638-36-8,28.115299999999998
000638-36-8_group2,000638-36-8,7.3727
000638-36-8_group20,000638-36-8,29.0819
000638-36-8_group21,000638-36-8,29.4737
000638-36-8_group22,000638-36-8,30.3561
000638-36-8_group23,000638-36-8,31.793366666666667
000638-36-8_group24,000638-36-8,35.3432
000638-36-8_group3,000638-36-8,7.7293
000638-36-8_group4,000638-36-8,8.182083333333333
000638-36-8_group5,000638-36-8,8.8345
000638-36-8_group6,000638-36-8,9.970604761904761
000638-36-8_group7,000638-36-8,10.809899999999999
000638-36-8_group8,000638-36-8,11.59551875
000638-36-8_group9,000638-36-8,12.920177777777777
000638-65-3_group1,000638-65-3,16.1029
000638-65-3_group2,000638-65-3,19.8003
000638-65-3_group3,000638-65-3,37.8689
000638-66-4_group1,000638-66-4,8.18555
000638-66-4_group10,000638-66-4,16.8108
000638-66-4_group11,000638-66-4,17.14695
000638-66-4_group12,000638-66-4,18.3129
000638-66-4_group13,000638-66-4,18.5773
000638-66-4_group14,000638-66-4,25.4494
000638-66-4_group15,000638-66-4,33.937
000638-66-4_group2,000638-66-4,11.269
000638-66-4_group3,000638-66-4,11.550400000000002
000638-66-4_group4,000638-66-4,12.18775294117647
000638-66-4_group5,000638-66-4,12.77415
000638-66-4_group6,000638-66-4,13.476939999999999
000638-66-4_group7,000638-66-4,14.568016666666667
000638-66-4_group8,000638-66-4,15.230699999999999
000638-66-4_group9,000638-66-4,15.8012
000640-19-7_group1,000640-19-7,3.2968
000641-63-4_group1,000641-63-4,6.3674
000642-31-9_group1,000642-31-9,34.885025
000643-58-3_group1,000643-58-3,15.757933333333334
000643-58-3_group2,000643-58-3,16.7798
000643-58-3_group3,000643-58-3,17.628233333333334
000643-58-3_group4,000643-58-3,18.213
000643-58-3_group5,000643-58-3,20.6589
000643-58-3_group6,000643-58-3,24.1887
000643-93-6_group1,000643-93-6,17.756946666666668
000643-93-6_group2,000643-93-6,24.182466666666667
000643-93-6_group3,000643-93-6,24.5733
000644-06-4_group1,000644-06-4,25.914749999999998
000644-08-6_group1,000644-08-6,18.005636842105265
000644-08-6_group2,000644-08-6,23.726733333333332
000644-08-6_group3,000644-08-6,24.156008333333332
000644-08-6_group4,000644-08-6,24.57178888888889
000644-13-3_group1,000644-13-3,16.5588
000644-30-4_group1,000644-30-4,13.99078
000645-13-6_group1,000645-13-6,22.3875
000645-36-3_group1,000645-36-3,5.0681666666666665
000645-49-8_group1,000645-49-8,18.7745
000645-62-5_group1,000645-62-5,5.8521
000645-62-5_group2,000645-62-5,6.5438
000645-62-5_group3,000645-62-5,11.2904
000645-72-7_group1,000645-72-7,18.4825
000645-88-5_group1,000645-88-5,16.1419
