Feature_ID,CAS,Mean_RT
1000383-15-8_group12,1000383-15-8,16.4991
1000383-15-8_group13,1000383-15-8,16.8848
1000383-15-8_group2,1000383-15-8,6.8573
1000383-15-8_group3,1000383-15-8,7.5020999999999995
1000383-15-8_group4,1000383-15-8,8.2658
1000383-15-8_group5,1000383-15-8,8.638733333333333
1000383-15-8_group6,1000383-15-8,9.1561
1000383-15-8_group7,1000383-15-8,9.629833333333332
1000383-15-8_group8,1000383-15-8,9.884833333333333
1000383-15-8_group9,1000383-15-8,10.4328
1000383-15-9_group1,1000383-15-9,6.1739
1000383-15-9_group2,1000383-15-9,8.188777777777778
1000383-15-9_group3,1000383-15-9,9.7395
1000383-15-9_group4,1000383-15-9,10.4358
1000383-15-9_group5,1000383-15-9,10.8041
1000383-15-9_group6,1000383-15-9,16.4572
1000383-16-0_group1,1000383-16-0,7.0202
1000383-16-0_group10,1000383-16-0,12.7792
1000383-16-0_group11,1000383-16-0,16.42
1000383-16-0_group12,1000383-16-0,16.863799999999998
1000383-16-0_group13,1000383-16-0,18.831366666666668
1000383-16-0_group2,1000383-16-0,8.233925
1000383-16-0_group3,1000383-16-0,8.7277
1000383-16-0_group4,1000383-16-0,9.1577
1000383-16-0_group5,1000383-16-0,9.8815625
1000383-16-0_group6,1000383-16-0,10.398633333333335
1000383-16-0_group7,1000383-16-0,10.99795
1000383-16-0_group8,1000383-16-0,11.3972
1000383-16-0_group9,1000383-16-0,11.6957
1000383-16-1_group1,1000383-16-1,6.6401
1000383-16-1_group2,1000383-16-1,8.151993333333333
1000383-16-1_group3,1000383-16-1,9.7416
1000383-16-1_group4,1000383-16-1,10.496739999999999
1000383-16-1_group5,1000383-16-1,10.934
1000383-16-1_group6,1000383-16-1,13.7796
1000383-16-1_group7,1000383-16-1,16.5699
1000383-16-1_group8,1000383-16-1,16.89715
1000383-16-1_group9,1000383-16-1,17.9011
1000383-16-2_group1,1000383-16-2,6.1885
1000383-16-2_group2,1000383-16-2,7.108966666666667
1000383-16-2_group3,1000383-16-2,8.04585
1000383-16-2_group4,1000383-16-2,8.8286
1000383-16-2_group5,1000383-16-2,10.037633333333334
1000383-16-2_group6,1000383-16-2,12.3817
1000383-16-2_group7,1000383-16-2,12.9824
1000383-16-3_group1,1000383-16-3,9.6909
1000383-16-3_group2,1000383-16-3,11.5731
1000383-16-3_group3,1000383-16-3,12.99895
1000383-16-3_group4,1000383-16-3,18.8574
1000383-16-4_group1,1000383-16-4,9.7527
1000383-16-4_group2,1000383-16-4,11.3998
1000383-16-4_group3,1000383-16-4,12.5245
1000383-16-4_group4,1000383-16-4,12.8211
1000383-16-4_group5,1000383-16-4,16.5216
1000383-16-5_group1,1000383-16-5,8.0219
1000383-16-5_group2,1000383-16-5,9.826550000000001
1000383-16-5_group3,1000383-16-5,12.56177142857143
1000383-16-5_group4,1000383-16-5,14.345
1000383-16-5_group5,1000383-16-5,18.85925
1000383-16-6_group1,1000383-16-6,11.68645
1000383-16-6_group2,1000383-16-6,24.244466666666668
1000383-16-7_group1,1000383-16-7,12.461974999999999
1000383-16-7_group2,1000383-16-7,12.92165
1000383-16-7_group3,1000383-16-7,30.5802
1000383-21-3_group1,1000383-21-3,8.7448
1000383-21-4_group1,1000383-21-4,12.1682
1000383-21-4_group2,1000383-21-4,21.8466
1000383-24-0_group1,1000383-24-0,14.536
1000383-25-5_group1,1000383-25-5,11.7771
1000383-25-6_group1,1000383-25-6,6.4031
1000383-25-6_group2,1000383-25-6,7.236233333333334
1000383-25-6_group3,1000383-25-6,9.1047
1000383-25-6_group4,1000383-25-6,10.0767
1000383-25-6_group5,1000383-25-6,12.3013
1000383-25-6_group6,1000383-25-6,13.0244
1000383-25-7_group1,1000383-25-7,6.27055
1000383-25-7_group2,1000383-25-7,8.0719
1000383-66-4_group1,1000383-66-4,23.9634
1000383-71-7_group1,1000383-71-7,20.3669
1000384-32-7_group1,1000384-32-7,17.2918
1000384-32-7_group2,1000384-32-7,17.7395
1000385-71-0_group1,1000385-71-0,10.3999
1000385-72-8_group1,1000385-72-8,17.0821
1000385-79-8_group1,1000385-79-8,12.0711
1000385-85-1_group1,1000385-85-1,8.3924
1000385-85-4_group1,1000385-85-4,8.4065
1000386-32-2_group1,1000386-32-2,32.8337
1000386-32-2_group2,1000386-32-2,42.4503
1000386-32-2_group3,1000386-32-2,42.9566
1000386-32-2_group4,1000386-32-2,43.8179
1000386-32-2_group5,1000386-32-2,44.019
1000386-33-3_group1,1000386-33-3,11.067
1000386-35-0_group1,1000386-35-0,14.0651
1000386-40-2_group1,1000386-40-2,3.444846875
1000386-40-2_group2,1000386-40-2,4.54155
1000386-47-1_group1,1000386-47-1,16.9339
1000386-65-2_group1,1000386-65-2,11.8024
1000386-66-7_group1,1000386-66-7,21.583
1000386-74-4_group1,1000386-74-4,10.1445
1000386-76-3_group1,1000386-76-3,14.8371
1000386-89-0_group1,1000386-89-0,18.0547
1000386-89-1_group1,1000386-89-1,14.815999999999999
1000387-02-9_group1,1000387-02-9,45.5593
1000387-03-3_group1,1000387-03-3,18.3982
1000387-26-6_group1,1000387-26-6,21.9065
1000387-28-4_group1,1000387-28-4,43.9331
1000387-28-8_group1,1000387-28-8,41.8184
1000387-38-6_group1,1000387-38-6,19.271
1000387-66-8_group1,1000387-66-8,11.6535
1000387-69-1_group1,1000387-69-1,16.0462
1000387-90-2_group1,1000387-90-2,37.8818
1000387-99-1_group1,1000387-99-1,3.1407
1000387-99-1_group2,1000387-99-1,20.1397
1000387-99-1_group3,1000387-99-1,24.90615
1000388-01-5_group1,1000388-01-5,18.5442
1000388-08-1_group1,1000388-08-1,17.6026
1000388-16-2_group1,1000388-16-2,22.7398
1000388-23-9_group1,1000388-23-9,8.3541
1000388-44-1_group1,1000388-44-1,15.939
1000388-60-7_group1,1000388-60-7,16.095599999999997
1000388-60-7_group10,1000388-60-7,44.359
1000388-60-7_group11,1000388-60-7,45.7316
1000388-60-7_group12,1000388-60-7,45.9408
1000388-60-7_group13,1000388-60-7,47.34475
1000388-60-7_group14,1000388-60-7,48.1252
1000388-60-7_group15,1000388-60-7,48.449225
1000388-60-7_group16,1000388-60-7,49.08886666666667
1000388-60-7_group17,1000388-60-7,49.656414285714284
1000388-60-7_group2,1000388-60-7,17.2418
1000388-60-7_group3,1000388-60-7,17.7171
1000388-60-7_group4,1000388-60-7,18.0068
1000388-60-7_group5,1000388-60-7,18.2269
1000388-60-7_group6,1000388-60-7,19.2869
1000388-60-7_group7,1000388-60-7,19.649
1000388-60-7_group8,1000388-60-7,20.8153
1000388-60-7_group9,1000388-60-7,22.271
1000388-73-3_group1,1000388-73-3,17.07705
1000388-73-3_group2,1000388-73-3,20.4305
1000389-03-9_group1,1000389-03-9,17.1648
1000389-03-9_group2,1000389-03-9,18.7754
1000389-76-0_group1,1000389-76-0,17.2198
1000390-05-8_group1,1000390-05-8,5.0126
1000390-06-3_group1,1000390-06-3,13.8819
1000390-10-7_group1,1000390-10-7,36.8494
1000390-39-2_group1,1000390-39-2,13.4035
1000390-58-5_group1,1000390-58-5,5.4742
1000390-72-9_group1,1000390-72-9,7.1061
1000391-17-1_group1,1000391-17-1,8.2491
1000391-33-3_group1,1000391-33-3,10.4438
1000391-51-5_group1,1000391-51-5,18.2058
1000391-68-5_group1,1000391-68-5,11.5699
1000393-21-9_group1,1000393-21-9,15.11015
1000393-22-5_group1,1000393-22-5,15.11
1000393-37-1_group1,1000393-37-1,13.0993
1000393-46-9_group1,1000393-46-9,4.8873
1000393-67-2_group1,1000393-67-2,32.0225
1000393-67-3_group1,1000393-67-3,25.0627
1000393-67-5_group1,1000393-67-5,25.0658
1000393-67-6_group1,1000393-67-6,25.0374
1000393-67-8_group1,1000393-67-8,25.1017
1000393-68-2_group1,1000393-68-2,25.0356
1000393-68-2_group2,1000393-68-2,32.02695
1000394-03-3_group1,1000394-03-3,11.6641
1000394-46-6_group1,1000394-46-6,20.662
1000394-60-8_group1,1000394-60-8,9.21665
1000394-60-8_group2,1000394-60-8,9.964400000000001
1000394-65-2_group1,1000394-65-2,9.98338
1000394-66-6_group1,1000394-66-6,9.9755
1000394-79-2_group1,1000394-79-2,20.78
1000394-80-6_group1,1000394-80-6,15.5202
1000394-89-2_group1,1000394-89-2,15.9639
1000394-98-6_group1,1000394-98-6,32.6889
1000394-99-0_group1,1000394-99-0,25.374233333333333
1000395-04-8_group1,1000395-04-8,36.3466
1000395-06-3_group1,1000395-06-3,19.1575
1000395-11-6_group1,1000395-11-6,25.9101
1000395-11-7_group1,1000395-11-7,23.6882
1000395-21-2_group1,1000395-21-2,15.9855
1000395-26-8_group1,1000395-26-8,25.439
1000395-34-0_group1,1000395-34-0,14.6264
1000395-34-0_group2,1000395-34-0,15.7325
1000395-34-0_group3,1000395-34-0,17.6583
1000395-53-3_group1,1000395-53-3,19.3208
1000395-53-3_group2,1000395-53-3,20.724
1000395-53-3_group3,1000395-53-3,21.4247
1000395-75-5_group1,1000395-75-5,34.7652
1000395-93-8_group1,1000395-93-8,24.5754
1000396-01-2_group1,1000396-01-2,20.6255
1000396-05-8_group1,1000396-05-8,15.9608
1000396-06-7_group1,1000396-06-7,15.94
1000396-09-0_group1,1000396-09-0,11.1807
1000396-10-0_group1,1000396-10-0,18.5539
1000396-10-6_group1,1000396-10-6,23.552133333333334
1000396-10-8_group1,1000396-10-8,23.7947
1000396-11-4_group1,1000396-11-4,15.9463
1000396-12-3_group1,1000396-12-3,27.1111
1000396-14-5_group1,1000396-14-5,34.777
1000396-16-6_group1,1000396-16-6,3.1751
1000396-21-9_group1,1000396-21-9,42.3109
1000396-24-8_group1,1000396-24-8,14.6052
1000396-25-8_group1,1000396-25-8,16.6967
1000396-25-8_group2,1000396-25-8,18.6548
1000396-25-8_group3,1000396-25-8,20.3099
1000396-27-6_group1,1000396-27-6,19.733999999999998
1000396-27-6_group2,1000396-27-6,20.290599999999998
1000396-27-8_group1,1000396-27-8,23.1737
1000396-27-8_group2,1000396-27-8,23.6193
1000396-27-8_group3,1000396-27-8,27.9623
1000396-30-6_group1,1000396-30-6,13.7779
1000396-34-8_group1,1000396-34-8,14.7705
1000396-41-7_group1,1000396-41-7,15.564
1000396-41-7_group2,1000396-41-7,34.7559
1000396-41-7_group3,1000396-41-7,36.22115
1000396-41-7_group4,1000396-41-7,37.0019
1000396-82-0_group1,1000396-82-0,19.1584
1000396-82-0_group2,1000396-82-0,23.3337
1000396-82-0_group3,1000396-82-0,43.9535
1000396-82-0_group4,1000396-82-0,47.2992
1000396-82-0_group5,1000396-82-0,48.4831
1000396-82-0_group6,1000396-82-0,49.07854285714286
1000396-82-5_group1,1000396-82-5,20.8553
1000396-82-5_group2,1000396-82-5,22.2913
1000396-82-5_group3,1000396-82-5,47.9791
1000396-82-6_group1,1000396-82-6,19.035
1000396-83-1_group1,1000396-83-1,19.1814
1000396-83-2_group1,1000396-83-2,24.6874
1000396-83-5_group1,1000396-83-5,25.0777
1000396-83-5_group2,1000396-83-5,25.3761
1000396-83-5_group3,1000396-83-5,25.9191
1000396-83-5_group4,1000396-83-5,47.6643
1000396-83-5_group5,1000396-83-5,47.9633
1000396-83-5_group6,1000396-83-5,48.4412
1000396-83-5_group7,1000396-83-5,48.971466666666664
1000396-83-5_group8,1000396-83-5,49.7586
1000396-83-8_group1,1000396-83-8,17.3041
1000396-83-8_group2,1000396-83-8,25.63915
1000396-85-2_group1,1000396-85-2,22.75155
1000396-86-0_group1,1000396-86-0,36.6769
1000396-89-3_group1,1000396-89-3,14.019950000000001
1000397-16-8_group1,1000397-16-8,12.1022
1000397-21-2_group1,1000397-21-2,10.656
1000397-22-1_group1,1000397-22-1,15.0699
1000397-24-8_group1,1000397-24-8,41.8169
1000397-26-5_group1,1000397-26-5,16.0436
1000397-26-5_group2,1000397-26-5,16.8415
1000397-26-5_group3,1000397-26-5,18.7418
1000397-43-6_group1,1000397-43-6,11.3358
1000397-99-8_group1,1000397-99-8,24.0144
1000398-31-9_group1,1000398-31-9,18.5642
1000400-06-4_group1,1000400-06-4,15.9577
1000400-06-4_group2,1000400-06-4,19.3241
1000400-06-8_group1,1000400-06-8,25.094700000000003
1000400-07-5_group1,1000400-07-5,9.197099999999999
1000400-13-6_group1,1000400-13-6,21.7798
1000400-13-6_group2,1000400-13-6,22.0006
1000400-19-0_group1,1000400-19-0,7.95514
1000400-23-0_group1,1000400-23-0,17.2851
1000400-29-4_group1,1000400-29-4,21.2653
1000400-33-8_group1,1000400-33-8,11.6331
1000400-33-8_group2,1000400-33-8,20.5211
1000400-37-4_group1,1000400-37-4,19.2899
1000400-40-5_group1,1000400-40-5,35.6656
1000400-42-6_group1,1000400-42-6,16.6833
1000400-46-3_group1,1000400-46-3,5.9787
1000400-48-1_group1,1000400-48-1,38.6164
1000400-48-1_group2,1000400-48-1,40.4939
1000400-48-1_group3,1000400-48-1,44.0315
1000400-52-5_group1,1000400-52-5,29.6093
1000400-54-7_group1,1000400-54-7,8.935
1000400-54-9_group1,1000400-54-9,9.7608
1000400-56-3_group1,1000400-56-3,30.6801
1000400-57-7_group1,1000400-57-7,20.1102
1000400-59-0_group1,1000400-59-0,4.637266666666666
1000400-63-6_group1,1000400-63-6,0.1759
1000400-63-6_group2,1000400-63-6,3.19225
1000400-63-6_group3,1000400-63-6,5.2159
1000400-76-3_group1,1000400-76-3,42.4879
1000400-78-0_group1,1000400-78-0,15.3502
1000400-78-9_group1,1000400-78-9,17.446407692307695
1000400-79-4_group1,1000400-79-4,15.839833333333333
1000400-79-4_group2,1000400-79-4,16.0797
1000400-80-5_group1,1000400-80-5,16.262
1000400-87-7_group1,1000400-87-7,18.8307
1000400-87-7_group2,1000400-87-7,19.808842857142857
1000400-87-7_group3,1000400-87-7,20.749
1000401-04-9_group1,1000401-04-9,35.6432
1000401-06-9_group1,1000401-06-9,15.4574
1000401-10-8_group1,1000401-10-8,37.3301
1000401-12-0_group1,1000401-12-0,17.137203773584904
1000401-16-3_group1,1000401-16-3,20.5435
1000401-16-8_group1,1000401-16-8,5.124499999999999
1000401-16-8_group2,1000401-16-8,23.4478
1000401-24-7_group1,1000401-24-7,14.0332
1000401-29-6_group1,1000401-29-6,29.0051
1000401-31-4_group1,1000401-31-4,25.084666666666667
1000401-33-4_group1,1000401-33-4,14.6873
1000401-41-2_group1,1000401-41-2,13.4635
1000401-44-4_group1,1000401-44-4,49.3423
1000401-55-5_group1,1000401-55-5,44.5094
1000401-57-3_group1,1000401-57-3,40.6987
1000401-57-8_group1,1000401-57-8,20.912
1000401-60-2_group1,1000401-60-2,22.7539
1000401-68-3_group1,1000401-68-3,11.3127
1000401-82-8_group1,1000401-82-8,43.1499
1000401-91-2_group1,1000401-91-2,10.730400000000001
1000402-10-5_group1,1000402-10-5,8.495333333333333
1000402-10-5_group2,1000402-10-5,10.70365
1000402-20-7_group1,1000402-20-7,19.663
1000404-25-5_group1,1000404-25-5,24.8721
1000404-33-0_group1,1000404-33-0,15.7777
1000404-33-0_group2,1000404-33-0,16.0437
1000404-34-5_group1,1000404-34-5,18.2745
1000404-37-0_group1,1000404-37-0,6.8346800000000005
1000404-39-8_group1,1000404-39-8,24.9541
1000404-40-1_group1,1000404-40-1,17.9229
1000404-42-5_group1,1000404-42-5,24.728
1000404-43-8_group1,1000404-43-8,34.6597
1000404-43-9_group1,1000404-43-9,21.454
1000404-44-0_group1,1000404-44-0,3.11845
1000404-46-3_group1,1000404-46-3,18.6548
1000404-49-5_group1,1000404-49-5,30.6879
1000404-51-1_group1,1000404-51-1,22.4937
1000404-51-1_group2,1000404-51-1,22.8665
1000404-70-8_group1,1000404-70-8,15.8256
1000404-78-2_group1,1000404-78-2,16.94
1000404-83-9_group1,1000404-83-9,10.172540000000001
1000404-84-8_group1,1000404-84-8,18.9841
1000404-89-3_group1,1000404-89-3,14.7928
1000405-04-5_group1,1000405-04-5,10.5352
1000405-14-2_group1,1000405-14-2,8.1984
1000405-14-2_group2,1000405-14-2,32.0642
1000405-14-4_group1,1000405-14-4,38.9511
1000405-17-6_group1,1000405-17-6,40.0792
1000405-23-4_group1,1000405-23-4,14.8079
1000405-65-6_group1,1000405-65-6,12.412
1000406-03-8_group1,1000406-03-8,7.613149999999999
1000406-03-8_group2,1000406-03-8,8.3196
1000406-03-8_group3,1000406-03-8,12.005066666666666
1000406-03-9_group1,1000406-03-9,5.7333
1000406-04-0_group1,1000406-04-0,5.1672
1000406-04-0_group2,1000406-04-0,6.3674333333333335
1000406-04-0_group3,1000406-04-0,11.6626
1000406-04-0_group4,1000406-04-0,12.5462
1000406-04-1_group1,1000406-04-1,5.3924
1000406-04-1_group2,1000406-04-1,7.036
1000406-04-1_group3,1000406-04-1,7.4816
1000406-04-1_group4,1000406-04-1,9.782
1000406-04-1_group5,1000406-04-1,12.555
1000406-04-2_group1,1000406-04-2,6.3688
1000406-04-2_group2,1000406-04-2,6.8548
1000406-04-2_group3,1000406-04-2,8.277
1000406-04-2_group4,1000406-04-2,10.7044
1000406-04-2_group5,1000406-04-2,11.1481
1000406-04-2_group6,1000406-04-2,13.0202
1000406-04-2_group7,1000406-04-2,15.7212
1000406-04-2_group8,1000406-04-2,16.3211
1000406-04-3_group1,1000406-04-3,8.381
1000406-04-3_group2,1000406-04-3,8.7064
1000406-04-3_group3,1000406-04-3,16.8681
1000406-04-4_group1,1000406-04-4,9.8118
1000406-04-4_group2,1000406-04-4,11.438600000000001
1000406-04-5_group1,1000406-04-5,13.0047
1000406-04-6_group1,1000406-04-6,11.429
1000406-04-6_group2,1000406-04-6,12.6208
1000406-04-6_group3,1000406-04-6,13.023
1000406-04-6_group4,1000406-04-6,21.0414
1000406-04-6_group5,1000406-04-6,28.3205
1000406-04-6_group6,1000406-04-6,29.1935
1000406-04-7_group1,1000406-04-7,12.093166666666667
1000406-04-7_group2,1000406-04-7,12.8028
1000406-04-7_group3,1000406-04-7,13.6861
1000406-04-8_group1,1000406-04-8,6.171
1000406-04-8_group10,1000406-04-8,13.3026
1000406-04-8_group11,1000406-04-8,13.959028571428572
1000406-04-8_group12,1000406-04-8,16.3079
1000406-04-8_group13,1000406-04-8,17.0814
1000406-04-8_group14,1000406-04-8,22.65815
1000406-04-8_group15,1000406-04-8,22.8871
1000406-04-8_group16,1000406-04-8,23.68605
1000406-04-8_group17,1000406-04-8,23.9723
1000406-04-8_group18,1000406-04-8,24.3512
1000406-04-8_group19,1000406-04-8,26.4225
1000406-04-8_group2,1000406-04-8,6.6475
1000406-04-8_group20,1000406-04-8,27.4826
1000406-04-8_group21,1000406-04-8,30.1441
1000406-04-8_group22,1000406-04-8,31.08795
1000406-04-8_group23,1000406-04-8,31.963
1000406-04-8_group3,1000406-04-8,7.1892
1000406-04-8_group4,1000406-04-8,8.4105
1000406-04-8_group5,1000406-04-8,9.966775
1000406-04-8_group6,1000406-04-8,10.4611
1000406-04-8_group7,1000406-04-8,11.0472
1000406-04-8_group8,1000406-04-8,11.639
1000406-04-8_group9,1000406-04-8,12.439387096774192
1000406-11-5_group1,1000406-11-5,13.9166
1000406-11-9_group1,1000406-11-9,19.2132
1000406-13-0_group1,1000406-13-0,12.2593
1000406-13-8_group1,1000406-13-8,36.8751
1000406-16-0_group1,1000406-16-0,12.8461
1000406-16-7_group1,1000406-16-7,11.8961
1000406-16-7_group2,1000406-16-7,12.418366666666666
1000406-16-7_group3,1000406-16-7,12.6757
1000406-16-7_group4,1000406-16-7,13.326580000000002
1000406-16-7_group5,1000406-16-7,13.923766666666666
1000406-16-7_group6,1000406-16-7,21.5927
1000406-16-7_group7,1000406-16-7,26.5069
1000406-20-6_group1,1000406-20-6,15.4228
1000406-22-8_group1,1000406-22-8,14.6114
1000406-24-8_group1,1000406-24-8,21.7551
1000406-26-9_group1,1000406-26-9,11.501
1000406-27-6_group1,1000406-27-6,21.2333
1000406-27-8_group1,1000406-27-8,5.1501
1000406-27-9_group1,1000406-27-9,11.9575
1000406-28-0_group1,1000406-28-0,12.617066666666666
1000406-28-0_group2,1000406-28-0,24.6659
1000406-28-1_group1,1000406-28-1,12.636033333333332
1000406-28-2_group1,1000406-28-2,11.85455
1000406-28-2_group2,1000406-28-2,12.243
1000406-28-3_group1,1000406-28-3,13.1289
1000406-28-4_group1,1000406-28-4,9.8533
1000406-28-4_group2,1000406-28-4,11.9596
1000406-28-4_group3,1000406-28-4,16.0021
1000406-28-4_group4,1000406-28-4,20.234
1000406-28-4_group5,1000406-28-4,22.1478
1000406-28-6_group1,1000406-28-6,11.983149999999998
1000406-28-6_group2,1000406-28-6,14.1698
1000406-28-6_group3,1000406-28-6,25.7141
1000406-28-7_group1,1000406-28-7,12.0521
1000406-28-7_group2,1000406-28-7,13.1446
1000406-28-8_group1,1000406-28-8,20.0624
1000406-28-8_group2,1000406-28-8,22.4061
1000406-28-8_group3,1000406-28-8,25.5857
1000406-29-1_group1,1000406-29-1,7.476
1000406-29-5_group1,1000406-29-5,13.508849999999999
1000406-29-5_group2,1000406-29-5,22.4429
1000406-30-1_group1,1000406-30-1,32.5464
1000406-31-2_group1,1000406-31-2,4.4179
1000406-31-8_group1,1000406-31-8,6.0917
1000406-31-8_group2,1000406-31-8,8.8934
1000406-31-8_group3,1000406-31-8,10.79
1000406-31-8_group4,1000406-31-8,12.462
1000406-31-8_group5,1000406-31-8,19.865
1000406-31-8_group6,1000406-31-8,23.5592
1000406-31-9_group1,1000406-31-9,11.5653
1000406-31-9_group2,1000406-31-9,18.3334
1000406-31-9_group3,1000406-31-9,18.5823
1000406-32-1_group1,1000406-32-1,9.0202
1000406-32-2_group1,1000406-32-2,25.5455
1000406-32-3_group1,1000406-32-3,6.7896
1000406-32-3_group2,1000406-32-3,12.4695
1000406-32-4_group1,1000406-32-4,12.47996923076923
1000406-32-4_group2,1000406-32-4,12.941975
1000406-32-4_group3,1000406-32-4,24.4094
1000406-32-4_group4,1000406-32-4,25.5562
1000406-32-4_group5,1000406-32-4,28.9734
1000406-32-4_group6,1000406-32-4,46.3439
1000406-32-5_group1,1000406-32-5,6.7333
1000406-32-5_group2,1000406-32-5,8.2048
1000406-32-7_group1,1000406-32-7,11.9353
1000406-32-8_group1,1000406-32-8,11.6308
1000406-32-9_group1,1000406-32-9,10.9568
1000406-33-0_group1,1000406-33-0,11.2171
1000406-33-0_group2,1000406-33-0,12.5532
1000406-33-0_group3,1000406-33-0,12.8807
1000406-33-0_group4,1000406-33-0,14.4169
1000406-33-0_group5,1000406-33-0,19.7687
1000406-33-1_group1,1000406-33-1,10.603
1000406-33-1_group2,1000406-33-1,11.944
1000406-33-1_group3,1000406-33-1,12.2913
1000406-33-1_group4,1000406-33-1,25.9346
1000406-33-1_group5,1000406-33-1,30.6462
1000406-33-2_group1,1000406-33-2,8.3748
1000406-33-2_group2,1000406-33-2,11.9272
1000406-33-2_group3,1000406-33-2,24.0363
1000406-33-4_group1,1000406-33-4,11.5061
1000406-33-4_group2,1000406-33-4,13.2766
1000406-33-6_group1,1000406-33-6,11.8573
1000406-34-0_group1,1000406-34-0,11.9714
1000406-34-0_group2,1000406-34-0,12.461549999999999
1000406-34-0_group3,1000406-34-0,13.1607
1000406-34-1_group1,1000406-34-1,11.5469
1000406-34-2_group1,1000406-34-2,17.5594
1000406-34-2_group2,1000406-34-2,23.2435
1000406-34-3_group1,1000406-34-3,20.5613
1000406-34-9_group1,1000406-34-9,12.9889
1000406-34-9_group2,1000406-34-9,16.9167
1000406-34-9_group3,1000406-34-9,21.2118
1000406-34-9_group4,1000406-34-9,25.4573
1000406-34-9_group5,1000406-34-9,29.4882
1000406-36-4_group1,1000406-36-4,18.3509
1000406-36-6_group1,1000406-36-6,18.6872
1000406-36-7_group1,1000406-36-7,16.9676
1000406-37-0_group1,1000406-37-0,6.4816
1000406-37-0_group2,1000406-37-0,6.8478
1000406-37-0_group3,1000406-37-0,8.3042
1000406-37-2_group1,1000406-37-2,16.9447
1000406-37-3_group1,1000406-37-3,5.5988
1000406-37-3_group2,1000406-37-3,7.1565
1000406-37-3_group3,1000406-37-3,16.9267
1000406-37-3_group4,1000406-37-3,20.0276
1000406-37-3_group5,1000406-37-3,22.5237
1000406-37-5_group1,1000406-37-5,7.435725
1000406-37-5_group2,1000406-37-5,8.1991
1000406-37-5_group3,1000406-37-5,8.68
1000406-37-5_group4,1000406-37-5,9.7211
1000406-37-5_group5,1000406-37-5,10.0036
1000406-37-5_group6,1000406-37-5,10.526766666666667
1000406-37-5_group7,1000406-37-5,12.4309
1000406-37-5_group8,1000406-37-5,12.8214
1000406-37-5_group9,1000406-37-5,16.8319
1000406-37-6_group1,1000406-37-6,7.1
1000406-37-6_group2,1000406-37-6,7.47215
1000406-37-6_group3,1000406-37-6,12.95205
1000406-37-6_group4,1000406-37-6,13.2308
1000406-37-6_group5,1000406-37-6,18.9851
1000406-37-6_group6,1000406-37-6,23.19176
1000406-37-7_group1,1000406-37-7,7.39925
1000406-37-7_group2,1000406-37-7,13.0051
1000406-37-7_group3,1000406-37-7,15.4098
1000406-37-8_group1,1000406-37-8,10.0055
1000406-38-0_group1,1000406-38-0,12.1498
1000406-38-0_group2,1000406-38-0,20.6663
1000406-38-0_group3,1000406-38-0,24.0124
1000406-38-1_group1,1000406-38-1,18.8509
1000406-38-1_group2,1000406-38-1,23.2327
1000406-38-2_group1,1000406-38-2,13.1406
1000406-38-2_group2,1000406-38-2,14.2497
1000406-38-2_group3,1000406-38-2,18.8405
1000406-38-2_group4,1000406-38-2,23.1818
1000406-38-3_group1,1000406-38-3,6.2012
1000406-38-3_group2,1000406-38-3,6.4332
1000406-38-3_group3,1000406-38-3,7.111599999999999
1000406-38-3_group4,1000406-38-3,7.4465
1000406-38-3_group5,1000406-38-3,10.37415
1000406-38-3_group6,1000406-38-3,10.626
1000406-38-4_group1,1000406-38-4,6.6871
1000406-38-4_group2,1000406-38-4,7.6557
1000406-38-4_group3,1000406-38-4,9.764949999999999
1000406-38-4_group4,1000406-38-4,11.5994
1000406-38-4_group5,1000406-38-4,11.8669
1000406-38-4_group6,1000406-38-4,13.667433333333333
1000406-38-4_group7,1000406-38-4,14.7116
1000406-38-4_group8,1000406-38-4,19.8358
1000406-38-4_group9,1000406-38-4,20.4507
1000406-38-5_group1,1000406-38-5,7.1759
1000406-38-5_group2,1000406-38-5,11.582333333333333
1000406-38-5_group3,1000406-38-5,11.8796
1000406-38-5_group4,1000406-38-5,28.5098
1000406-38-6_group1,1000406-38-6,6.5349
1000406-38-6_group2,1000406-38-6,7.8376
1000406-38-6_group3,1000406-38-6,9.8354
1000406-38-6_group4,1000406-38-6,11.799433333333333
1000406-38-6_group5,1000406-38-6,13.8402
1000406-38-7_group1,1000406-38-7,6.2853
1000406-38-7_group2,1000406-38-7,7.3938
1000406-38-7_group3,1000406-38-7,9.868083333333333
1000406-38-7_group4,1000406-38-7,11.546700000000001
1000406-38-7_group5,1000406-38-7,11.8625
1000406-38-7_group6,1000406-38-7,12.497599999999998
1000406-38-7_group7,1000406-38-7,12.7608
1000406-38-7_group8,1000406-38-7,13.634575
1000406-38-8_group1,1000406-38-8,6.3035
1000406-38-8_group2,1000406-38-8,7.2694
1000406-38-8_group3,1000406-38-8,10.0905
1000406-38-8_group4,1000406-38-8,11.5009
1000406-38-8_group5,1000406-38-8,11.8491
1000406-38-8_group6,1000406-38-8,12.9264
1000406-38-8_group7,1000406-38-8,24.7175
1000406-38-9_group1,1000406-38-9,6.4382
1000406-38-9_group2,1000406-38-9,7.3345
1000406-38-9_group3,1000406-38-9,12.5871
1000406-38-9_group4,1000406-38-9,13.4459
1000406-38-9_group5,1000406-38-9,13.6694
1000406-38-9_group6,1000406-38-9,14.74
1000406-38-9_group7,1000406-38-9,16.329
1000406-38-9_group8,1000406-38-9,19.6304
