X000067.64.1_group2,X000067.68.5_group1,X000074.95.3_group1,X000077.68.9_group1,X000078.79.5_group2,X000078.93.3_group1,X000091.20.3_group1,X000095.16.9_group2,X000095.47.6_group2,X000098.82.8_group2,X000098.83.9_group2,X000098.86.2_group2,X000100.41.4_group3,X000100.41.4_group4,X000100.42.5_group1,X000100.80.1_group1,X000103.65.1_group1,X000104.76.7_group1,X000106.46.7_group2,X000107.83.5_group2,X000107.92.6_group1,X000108.67.8_group2,X000108.67.8_group3,X000108.87.2_group2,X000108.94.1_group1,X000109.52.4_group1,X000110.43.0_group1,X000110.54.3_group2,X000110.82.7_group1,X000110.88.3_group1,X000110.93.0_group2,X000110.98.5_group1,X000112.31.2_group1,X000115.11.7_group2,X000119.36.8_group1,X000120.92.3_group1,X000123.35.3_group1,X000124.19.6_group1,X000140.11.4_group1,X000141.78.6_group2,X000142.82.5_group2,X000149.57.5_group1,X000353.66.2_group1,X000470.82.6_group1,X000496.11.7_group2,X000541.73.1_group2,X000589.34.4_group2,X000589.81.1_group2,X000611.14.3_group2,X000615.74.7_group1,X000617.94.7_group1,X000620.14.4_group1,X000761.65.9_group1,X001074.43.7_group1,X001074.55.1_group2,X001122.82.3_group1,X001203.17.4_group1,X001640.89.7_group2,X002216.33.3_group1,X002809.64.5_group2,X003387.41.5_group1,X003877.15.4_group2,X005989.27.5_group1,X013475.82.6_group1,X018631.83.9_group2,X019549.87.2_group1,X027750.45.4_group1,X038165.93.4_group1,X054446.78.5_group1,X063521.76.6_group3,X095798.15.5_group1,X1000132.10.9_group2,X1000308.17.8_group1,X1000309.13.0_group1,X1000386.40.2_group1,X1000401.12.0_group1,X1000417.00.6_group1
0.8837,0.2221,0.00473000685879099,-0.0160329830142188,0.6244,-0.0265352696473514,0.5169,0.0476873379255753,1.1005,0.244,0.5797,0.6668,0.9919,-0.161195471032108,-0.58995569861079,-0.0220145312604383,0.036794635655891,1.2753,0.3595,-0.62671460691873,0.6447,-0.0876770861791155,0.6679,-0.458419472836792,0.0767775563897275,-0.0562473955823399,-0.0589673166149897,0.9814,-0.104534878815485,-0.324119917837416,0.0981358329047735,-0.119848573342109,0.6985,-0.00788337213077839,0.2179,0.0369624355394806,0.1837,0.18672251524326,0.1946,-0.224296191801312,1.1566,0.3301,-0.0704570886223813,-0.402369716043154,-0.0898534769001166,0.109935063993666,-0.0339217282291921,-0.231811527992759,0.3765,-0.118478807318821,0.160079764756679,0.528075391129347,0.2717,0.2179,-0.301203003636649,0.352,0.1571,0.0704,0.2342,0.00533798706134214,0.1515,-0.23194958829978,1.9156,-0.517235796149487,-0.496383973905513,0.00310279171891814,-0.291547534526197,0.0567833807876774,-0.124564382622483,-0.0417897928149465,0.5445,-0.0218561375937926,-0.05437249749369,-0.62958552663719,-0.425456766844966,-0.0889929811418737,-0.254634752449896
0.6738,-0.184011150488356,-0.0701461609301662,-0.0295233000504839,0.4468,0.1196,0.5003,-0.0740199285912639,-0.42703650241904,-0.028605398578079,0.5299,0.7799,0.4051,-0.0987029533037344,-0.62955390996545,-0.170324141711181,0.029782271052581,1.3832,0.3293,-0.181657558339599,0.6149,0.00513569203474429,0.9642,-0.595640722686806,0.2398,0.2963,-0.035842985012802,0.0678000000000001,-0.210166953286109,0.1173,-0.210773666828063,-0.00128077679798,0.6792,-0.104403402388643,0.0152578647557491,0.121908686510106,-0.262554546025763,-0.301277036980669,0.2354,-0.404564701566639,0.107,0.3654,0.0976999999999999,-0.549972225733543,-0.444982757514179,0.0689795299471698,-0.0663463220380908,-0.120777484835958,-0.142768900798847,-0.253000708481745,0.178580052352736,-0.483090204138831,0.6773,-0.237688619716309,-0.437396321109264,0.5017,-0.194188288875438,-0.107291408774443,-0.0261607337360771,-0.0658994050848043,-0.0400603023332469,-0.365968353127472,0.5754,-0.857435561776497,-0.651980603645718,-0.101408831092935,-0.720765592590187,-0.882208707759941,-0.0561457224502707,-0.254113513372473,0.6837,0.00954974820386667,-0.189345371082232,-0.379611859048254,-0.709433627782796,-0.0361146389173653,0.0442
0.6466,-0.229582503479061,0.0172585137514483,0.0289700499958778,1.2023,-0.0158718149530319,0.4593,-0.20492536044275,0.7473,0.0822000000000001,0.4561,0.7021,0.633,0.517537717816451,-0.785789362408801,0.0632999999999999,-0.225213540906929,-0.191180266493858,-0.416289060622288,-0.471916082332366,0.5192,0.157152329626572,0.3965,-0.398142857014711,0.0254534129541899,0.120164921533597,0.0657000000000001,0.2911,-0.248395072893595,-0.404254833932712,0.0412428758533068,-0.19036618319234,0.5896,0.00378274584399541,0.2371,-0.0130990833586465,0.1383,0.4385,0.2058,0.0487,0.3644,0.3146,0.1395,-0.83945177761987,-0.456925910670775,0.3522,-0.38272042395764,-0.168363181783399,-0.0677274131090856,0.0108758578715782,1.1787,-0.332371250019639,0.2767,0.2318,-0.418630742172159,0.4076,-0.121484109327043,-0.0958819850393869,-0.214745128890139,0.0467636685299144,-0.53070369333882,0.0432999999999999,0.7129,-0.276370481299248,-0.503249277165706,0.00448858403302999,-0.291086979416779,-0.105437681434376,-0.123534045969855,-0.41404919639139,-0.781118729613894,-0.0707946935311269,-0.0629592223761981,-0.741681605689009,-0.534327440752558,-0.314457883250521,-0.00233429482720349
0.0727065985693014,-0.0981028517716765,-0.0566969385417885,-0.162563466117832,-0.347148197316642,-0.153262851206492,0.130503520334398,-0.0837018727751677,0.114066008962507,-0.0824855563073712,-0.21681434324847,0.217201673722437,0.0191086308969566,0.60787819088361,0.0415620960572685,-0.333316123380125,-0.0233175387329499,-0.341753195357488,-0.662603091794727,-0.364834024686615,-0.0658764128141699,-0.0439748163024947,0.0179441178638764,-0.145073950982039,-0.154943954288835,0.0212949918763528,-0.0733097661306661,-0.442420748285511,-0.103203897947714,-0.642976916835043,-0.196996522322551,-9.37341220601517e-05,0.0310946758557629,-0.109430624836349,-0.102964353330655,-0.0812408412126518,-0.194608843485165,0.0722981749572698,-0.0840754931928787,-0.314479403496385,-0.101282663073009,0.00627526145747725,-0.159109171389633,-0.835474642387142,-0.527825266452474,0.158186345206142,-0.533450508216468,-0.107544953018219,0.00433012751374351,-0.319359022845793,-0.338789981235533,0.335002078695209,0.0950350115084446,-0.2656881251251,-0.543505923174756,0.127321550542575,-0.0774392170848472,-0.0731789408724947,-0.0901422532713964,-0.143477448314394,-0.400154956345408,-0.341732470397697,-0.122303023662277,-0.408913558096599,-0.63320326881823,-0.0493378200601963,0.0301694717812393,0.433033842949659,-0.068188383055182,-0.0501243739351216,-0.925584686383572,-0.0925690701775391,-0.0848708287145216,-0.59309940119765,-0.635021416218573,-0.0793113535359504,-0.159170936414708
0.7098,-0.0818361411308921,-0.0334859477629913,-0.089568860224657,-0.686941057079601,-0.255128798786622,0.4345,-0.135265870303743,1.0855,0.1259,0.4789,0.707,0.8125,0.110857535011907,0.0700521684198494,0.0946,-0.00732093362695263,1.1201,-0.0309678933044814,-0.457979715320954,0.4844,-0.316168111062841,0.6483,-0.515419212139196,0.0276860916160719,-0.128054334494035,-0.173189012370102,0.5288,-0.169118994650522,-0.473979815245431,-0.204690456504732,-0.0420442000676968,0.5195,-0.0628995298188394,-0.000696655545858849,0.0679181209058466,0.1348,-0.344839100974929,0.1756,-0.444823494862197,0.7547,0.2593,-0.143406531900122,-0.646270190157158,-0.155023580687978,0.3219,-0.419667035522524,0.0149414247258701,0.437,-0.0279501724973636,0.9332,-0.481890190666797,0.3188,0.2651,-0.520802370947764,0.3517,0.1708,-0.0979048140620182,-0.506721759720342,-0.0240641129870034,-0.312344546411852,-0.183834446771661,0.5143,-0.357063556375964,-0.523254853438029,-0.0227275999339265,-0.868492846062414,-0.346843297157205,0.0095403732403947,-0.282253987008403,-0.768902896124518,0.0277741649261307,-0.0240652275436222,-0.470837713450291,-0.517253550136536,-0.0862612949179531,-0.039097704258788
-0.0636121986016903,-0.208142869437486,0.0439000000000001,-0.0635756658972403,-0.0479040818428118,-0.121189077219196,0.161468369619007,-0.0897381696590569,-0.0932396225193255,-0.0898933969130056,-0.277359326229663,0.197491896792752,0.154283543771257,0.182394748875586,-0.266292626425721,-0.180679999182175,-0.00744218621762982,0.397868710753985,-0.786238074006844,-0.600535251284201,-0.0467569397482601,-0.377532072684183,0.0932398415538933,-0.14661081084611,-0.0727844897528986,0.152896035682918,-0.0656987995065318,-0.351642501154696,-0.344074149562565,-0.6437190745025,-0.021195558421285,-0.130840397791792,0.0807241138015553,-0.0977876444648329,0.00805586368999656,0.0700386701855176,-0.36929339734538,-0.514648780195718,-0.214210374249085,-0.388301984674013,-0.311917592662201,0.0143047857921494,-0.0919583423428965,-0.10642104791486,-0.0272673497032977,-0.0399758427714654,-0.27832437049271,-0.087063998904311,-0.299767408408431,-0.0639224043688146,-0.426292859062268,0.350549676578333,0.139324598316836,-0.0298454603042565,-0.113592895669501,0.0126274761483702,-0.355892993542834,-0.0878449351987307,-0.125212829050365,0.0377475641419425,-0.0839960809381611,-0.613716715783083,-0.421981771503663,-0.751380059988024,-0.725147207173918,-0.0712064347635155,-0.883865837333756,0.222376478729618,-0.295531672486203,-0.26341257971417,-0.606743955026246,0.024227553970835,-0.200904360899383,-0.297115352714021,-0.441540710000401,-0.25321652558961,-0.0543562763356371
0.0505492941211787,-0.21778414093077,0.0575000000000001,-0.191487383368908,-0.721981359863649,-0.0245832792623532,0.0690624005514158,-0.158009938767643,0.166355412430009,-0.116066928527603,-0.310593389420597,0.240157688174602,0.276831617552202,-0.0747252596549108,-0.28212193570953,-0.265556072343108,-0.00802628634635394,0.0668810332946799,-0.582596327318387,-0.579064464216341,-0.0680440877489884,0.00966460937424962,-0.098940395037535,-0.609041043110429,0.1049,-0.0694646101761934,-0.0538081058177485,-0.389855362188953,-0.257375129280723,-0.594121258346283,-0.105830284989042,-0.141759941924602,-0.0961920060467421,0.00170000000000003,-0.0376336712906267,-0.383034686408406,-0.0947025381312062,-0.14817288754471,-0.184271710247943,-0.350062259416197,-0.153113928285621,-0.0161747279349541,-0.101711627908406,-0.396091924272514,-0.393185586546115,-0.115353293228655,-0.383376101140822,-0.0594401427954223,0.0752133425999248,-0.0378044267483991,0.152388866892241,-0.42256496099969,-0.1670788280315,-0.037610392531762,-0.126851596109013,-0.242200676575146,-0.119619438984831,-0.0646124579334052,-0.274429314815517,-0.103143397129412,-0.0755514993727009,-0.345428857526409,-0.431962887411341,-0.554838423005784,-0.385838292997996,-0.173265625437691,-0.419295401741256,-0.288648315981638,-0.41432563151892,-0.142532554075315,-0.411876262792031,-0.0673835248903887,-0.263114720261422,-0.538838912637452,-0.202523854364311,-0.0889219885058403,-0.212458601743869
-0.00467366353585419,-0.167061523558856,-0.0956372633014375,-0.0661040519537838,-0.229511107875428,-0.150505066189538,0.10341085653327,-0.19193334608143,-0.178565561424867,-0.0800099646185836,-0.412282020060301,0.179352902222511,0.0672689142206275,-0.132667800688423,-0.733349892687867,-0.102755996167452,-0.228905647898246,0.420493083069627,-0.357387879807624,-0.335894515688011,0.140468491615106,-0.236266341967595,0.00935302961785833,-0.393270444754252,-0.0227776521841129,0.0795174321809253,0.026778311934744,-0.358741553542339,-0.40777527738043,-0.430789769257219,-0.007129997907798,-0.000980493761161161,0.208456262460224,-0.0343271797492337,-0.097530353901238,-0.223236246414305,-0.475957050776729,-0.152119325781967,-0.201002388461193,-0.270620300904848,-0.0986266614288974,0.00446391045513805,-0.0739400570227816,-0.485331902981714,-0.545408334112743,-0.348912884818779,-0.335789123618573,-0.0438607883917578,-0.014092312609605,-0.153507788308703,-0.394671976529619,-0.292779137804031,-0.0552666094439033,-0.101701628175025,-0.474509791039283,0.14756106931608,-0.128302407230545,-0.0912843381400003,-0.321683579656557,-0.100302382231446,-0.547860485927551,-0.354982077490294,-0.0303362386603128,-0.899341480246156,-0.654332349327376,0.00192812570027301,-0.714515378720681,-0.413723842384073,-0.171896630899494,-0.163109158891787,-0.851304426768125,-0.0251076964519045,0.00125806758960767,-0.432858515745371,-0.506987128380396,-0.115550264062945,-0.269665003756236
-0.162006382458187,-0.131881492155171,0.0251398266256118,0.0436160047495895,-0.366242236454676,0.00770017418054891,0.0854112814414898,-0.123485464171765,-0.112289025776428,-0.026359814566445,-0.228663071201733,0.150811549858646,0.272330966446378,-0.156155161496776,-0.0663447695069306,0.0497303482094877,-0.0533598217273245,-0.185659137492556,-0.00360436061598168,-0.192219281311036,-0.185234260304261,-0.231935199799589,-0.158894805825467,-0.628993608960148,-0.347046874577605,-0.217671776452424,0.0334226310390124,-0.285398510621389,-0.0358153445446986,-0.0782443344194532,-0.108233885382749,0.047259549727882,-0.0870850551265192,-0.113479538797646,0.1433,-0.0115529496095057,-0.332417223916583,-0.333620253276422,-0.215070413766452,-0.543164037170037,-0.0908916234451022,-0.0328015455725585,-0.088556207066485,-0.511494043109387,-0.376471230236225,0.0320136969806863,-0.666187151569739,-0.205976600329023,0.0542953425736321,0.00549567540989293,0.10087624078231,-0.754501239936548,0.140710004884774,-0.15741360795115,-0.4341281007143,0.0538943388467978,-0.20929841001637,-0.177455219340108,-0.380197653002785,-0.0274807855657156,-0.535380534040739,-0.304108222393426,-0.00265375897220244,-0.830203284235645,-0.321167654201499,-0.00127535796469946,-0.348855295004931,-0.817711174026652,-0.095066170030724,-0.301662567618606,-0.83545050162411,0.00702401693737276,-0.273827973704518,-0.527889557468762,-0.24291758314218,-0.0310004315675105,-0.0150766508891236
0.216748711547623,0.00927041280267482,0.0773999999999999,-0.131304983794352,-0.0757258336106644,-0.160980591844625,0.175455809735527,-0.0986278176037524,0.0871718526895955,-0.00920205462340418,-0.0167255262278982,0.15689004129653,0.0556091572789836,-0.299812353481237,-0.373292164658175,0.000924248004868566,0.0584637814056317,0.520598478772185,-0.157119535491719,-0.275393054870655,0.12347015696677,-0.192025348453808,-0.300342573768301,-0.466308073016471,-0.195575089661575,-0.0800063318571033,0.00876006825473286,-0.325543790263082,-0.268919028937662,-0.338144440983145,0.0194613777510888,0.0543761808967846,-0.228000020591296,-0.0193774216230731,-0.0172965043080104,0.105087795218013,-0.367044676436359,0.129826427141172,-0.0116553054320072,-0.543870066129821,-0.0305296951803314,-0.0440031947173446,-0.0623983864927773,-0.602478020464097,-0.348335672944326,0.112351243656699,-0.21466637100495,-0.186890267646586,-0.0300398827746192,-0.218768873552951,0.0197089331372575,-0.780480116858318,0.026390676235909,-0.289784897806408,0.0220971904298786,-0.177151788628472,-0.255614961737855,-0.0882104213288951,-0.0341104745699248,-0.0270552755344085,-0.352890390882861,-0.283422147441736,-0.111945841899545,-0.639042282211839,-0.793426456031433,-0.0531412037778802,0.510526021489789,0.0829793339662748,-0.305500763682484,-0.231124722419885,-0.967035308618536,0.0321487851516864,-0.279560294688294,-0.472672492467763,-0.330599346751923,-0.158918180514712,-0.259227420217054
