X000067.64.1_group2,X000067.68.5_group1,X000074.95.3_group1,X000077.68.9_group1,X000078.79.5_group2,X000078.93.3_group1,X000091.20.3_group1,X000095.16.9_group2,X000095.47.6_group2,X000098.82.8_group2,X000098.83.9_group2,X000098.86.2_group2,X000100.41.4_group3,X000100.41.4_group4,X000100.42.5_group1,X000100.80.1_group1,X000103.65.1_group1,X000104.76.7_group1,X000106.46.7_group2,X000107.83.5_group2,X000107.92.6_group1,X000108.67.8_group2,X000108.67.8_group3,X000108.87.2_group2,X000108.94.1_group1,X000109.52.4_group1,X000110.43.0_group1,X000110.54.3_group2,X000110.82.7_group1,X000110.88.3_group1,X000110.93.0_group2,X000110.98.5_group1,X000112.31.2_group1,X000115.11.7_group2,X000119.36.8_group1,X000120.92.3_group1,X000123.35.3_group1,X000124.19.6_group1,X000140.11.4_group1,X000141.78.6_group2,X000142.82.5_group2,X000149.57.5_group1,X000353.66.2_group1,X000470.82.6_group1,X000496.11.7_group2,X000541.73.1_group2,X000589.34.4_group2,X000589.81.1_group2,X000611.14.3_group2,X000615.74.7_group1,X000617.94.7_group1,X000620.14.4_group1,X000761.65.9_group1,X001074.43.7_group1,X001074.55.1_group2,X001122.82.3_group1,X001203.17.4_group1,X001640.89.7_group2,X001762.27.2_group1,X002216.33.3_group1,X002809.64.5_group2,X003387.41.5_group1,X003877.15.4_group2,X005989.27.5_group1,X013475.82.6_group1,X018631.83.9_group2,X019549.87.2_group1,X027750.45.4_group1,X038165.93.4_group1,X054446.78.5_group1,X063521.76.6_group3,X095798.15.5_group1,X1000132.10.9_group2,X1000308.17.8_group1,X1000309.13.0_group1,X1000386.40.2_group1,X1000401.12.0_group1,X1000417.00.6_group1
0.8837,0.2221,-0.0592617331626764,0.0560397208990766,0.6244,-0.0996608487986663,0.5169,-0.075364308399846,1.1005,0.244,0.5797,0.6668,0.9919,-0.0684540380003956,-0.47780667327482,-0.0641544204045309,-0.0588668332750861,1.2753,0.3595,-0.519967553673787,0.6447,-0.474478355759188,0.6679,-0.536591283428642,0.0403700490703418,0.0451598461380727,-0.00239331931177544,0.9814,-0.141542004847476,-0.232319159717479,-0.0592121836217754,-0.0693153536726305,0.6985,-0.123645062353193,0.2179,0.0831513146579967,0.1837,-0.278823007476433,0.1946,-0.492304434968754,1.1566,0.3301,-0.0223921810372955,-0.246429935982403,-0.264109739559358,-0.475555191934455,-0.478080560847003,-0.00942178595498233,0.3765,-0.231139325317692,-0.321939913385165,-0.26721012686671,0.2717,0.2179,-0.0121638413260462,0.352,0.1571,0.0704,-0.152049507747616,0.2342,-0.0432513779164978,0.1515,-0.424074835948159,1.9156,-0.373608474591008,-0.357584718290928,-0.0261904199389418,0.0468933955326907,0.419016394078797,-0.053954306766361,0.0149614159096014,0.5445,0.0350712042101904,-0.273949896592691,-0.822193593453629,-0.126691843387776,-0.259257716440427,-0.13095283640403
0.6738,-0.107192959900741,-0.0286856119617547,-0.307383282937703,0.4468,0.1196,0.5003,-0.0993302515223239,0.0404707159591933,-0.00929920878341084,0.5299,0.7799,0.4051,-0.0516589907245014,-0.511036831169677,-0.0971344933960672,0.00549674711072057,1.3832,0.3293,-0.539160803522964,0.6149,0.0969361213135156,0.9642,-0.348739879706361,0.2398,0.2963,0.0133331467971953,0.0678000000000001,-0.279257709807441,0.1173,-0.158393330269751,0.0433044443370341,0.6792,-0.0418977183620692,0.0371331775867716,-0.174859483370451,-0.419393891997216,-0.41144300496304,0.2354,-0.345967193922185,0.107,0.3654,0.0976999999999999,-0.745258167330335,-0.105935194954325,-0.567830846536849,-0.594069213120138,-0.0585555474750774,0.00565997742186375,-0.0560848687325334,-0.0561033834824655,-0.16494496353891,0.6773,-0.189498202747685,-0.406626056138894,0.5017,0.0225186777084057,-0.0481015247307591,-0.361035245034613,-0.294943780823756,-0.110922482396972,-0.200186693128307,-0.378949911882611,0.5754,-0.371837376312943,-0.368607844434432,-0.0939807606183145,-0.592585306794216,-0.258704677866763,-0.0198933622488586,-0.324310064720357,0.6837,0.0100625849409528,-0.0594533692806557,-0.515823809968971,-0.252232741262294,-0.115632324392482,0.0442
0.6466,-0.18377551845547,-0.0796356188147882,-0.098605312517132,1.2023,-0.159338814105,0.4593,-0.089058730570722,0.7473,0.0822000000000001,0.4561,0.7021,0.633,-0.501670081798127,-0.731438907593767,0.0632999999999999,-0.304129306567976,0.261818246023628,-0.419090890963704,-0.434353930545215,0.5192,-0.339717648745291,0.3965,-0.678143571445911,-0.548178003014355,-0.027450929655059,0.0657000000000001,0.2911,-0.274495746677007,-0.409212077444962,0.0142698606916025,-0.101433990199663,0.5896,-0.0648870550270589,0.2371,-0.357448170702734,0.1383,0.4385,0.2058,0.0487,0.3644,0.3146,0.1395,-0.159953713455664,-0.586525812598822,0.3522,-0.473246596656738,-0.130042864577506,0.0118873512737843,-0.185583633000931,1.1787,-0.517957246554622,0.2767,0.2318,-0.0190460065789986,0.4076,0.0247738165989007,-0.0535356672806362,-0.218708601806471,-0.378285767839247,0.0212551934089056,-0.381588714798105,0.0432999999999999,0.7129,-0.651977422512487,-0.53862851213994,-0.0337338027301303,-0.773146644777269,-0.30442685582597,-0.111223781683162,0.0418635816492527,-0.857604176696674,-0.0252118485717265,-0.110050815446146,-0.223310327139121,-0.512707192246864,-0.259452059969188,-0.162928670462314
0.147639841523388,-0.275136381844837,-0.141967465056479,0.0295231775259375,0.0729865335279571,-0.00742827169506288,0.105340971045025,0.0096877604541068,0.00764915493714069,-0.0716136272556235,-0.538224938029457,0.230524213112605,0.16971469720384,0.0492660193802994,-0.71697390854507,-0.161802476937373,-0.0206904494694655,0.440824891927807,-0.275086817277535,-0.17654028940984,-0.243230569103459,-0.249489124595027,-0.408322144845505,-0.290344760206845,-0.0289978151524849,0.131035984151024,-0.0761215408164082,-0.123376852319425,-0.0629557367256695,-0.721122140469885,-0.157467791959473,-0.105259231838111,-0.196054511222787,-0.158302101402105,0.0172770549459953,-0.178184513650249,-0.167000628801433,0.141343526112277,-0.0902321451191033,-0.475246748789235,-0.058295105760689,0.0157045306047019,-0.0583819363379615,-0.648025439421912,-0.270110951223327,-0.032081178449638,-0.617975703865951,0.0109127372075288,0.0375003418477384,-0.292229480163999,-0.341272787957386,0.00896442631564476,0.142186824626094,0.021755492317008,-0.411803950548528,0.159595206931937,-0.361998080778181,-0.0921538130798976,-0.416064172258666,-0.204529519046148,-0.00210317798852688,-0.220955324910241,-0.566829962440674,-0.137532792753754,-0.678997521210241,-0.851087443311408,-0.0812297429084436,-0.753128853292317,-0.168020956530495,-0.223583083763853,-0.201673430695074,-0.814826974245276,-0.0182653773630547,-0.348848022719617,-0.449005798045125,-0.0498786799982142,-0.189924863884886,-0.0349112694856852
0.7098,-0.0805708982708375,-0.0918505767154915,0.0501161290161984,-0.305654209082095,-0.0193245814890587,0.4345,0.0539608277732362,1.0855,0.1259,0.4789,0.707,0.8125,-0.297777121201076,-0.680968495900196,0.0946,0.059409723781205,1.1201,-0.632579828013075,-0.300021260909764,0.4844,-0.210734287998492,0.6483,-0.452388507265565,0.0948072521164049,0.0731512087672543,-0.0803380064505764,0.5288,-0.377600695921875,-0.0201866653629937,0.0326466107077481,-0.0828141099187036,0.5195,-0.0329245228684597,-0.0842271803242212,-0.0734858247171803,0.1348,-0.246399109706982,0.1756,-0.0607510147460195,0.7547,0.2593,-0.0963609692365054,-0.592530479130852,-0.243050596287804,0.3219,-0.173672111419679,-0.248562668480255,0.437,-0.0800873750131869,0.9332,0.0500970798198779,0.3188,0.2651,-0.218361459881266,0.3517,0.1708,-0.159000988220554,-0.593556658646262,-0.312816827803309,-0.0932324289807089,-0.619612413902779,-0.0492871639921245,0.5143,-0.721943545453768,-0.658614026617617,0.00523260035542705,-0.410830222687251,-0.115645582234051,-0.0979860333966888,-0.0802711545450189,-0.0811734269155316,0.0224863919390046,-0.230229388419863,-0.278839211778021,-0.404967020217334,-0.213808658347024,-0.233211076253153
-0.018202672974631,-0.2935428733232,0.0439000000000001,0.0345835330987752,-0.0544101080228788,-0.163007436842725,-0.0458864996869016,0.0273226275986556,-0.114801381239365,0.0160552329839529,-0.441574288739681,0.0909882051139659,-0.116999005438697,0.0649750957193529,-0.173380480971936,-0.00815724281088093,-0.308945867048748,0.205873003708378,-0.321633662576347,-0.25500791081458,-0.080007678865093,-0.400858598759511,0.0987394760479665,-0.268746900506135,-0.0564594369329047,0.00527463755488222,-0.067474049958686,-0.407262808266551,-0.242864941157908,-0.2331364630728,0.015490837676815,-0.193645268931927,0.193132281360863,-0.0178769349447638,-0.0228869538005447,-0.210041706925102,-0.338860207673805,-0.23577575160432,0.0351777667107434,-0.41806724123509,-0.131563019613782,0.0509899885366301,-0.00672406680549642,-0.226111772421161,-0.12914601590488,-0.143003928666499,-0.177601700246256,-0.0557636783479004,0.0802671516933526,-0.304536343798074,-0.296048211041502,-0.136652975295286,-0.0328983338518144,0.0217630252529979,-0.240139535608331,-0.0312828456999762,-0.180726657767724,-0.050981259582945,-0.143091629084429,-0.171450634172879,-0.0891072697971936,-0.465569183075384,-0.445779650320392,-0.608964823999095,-0.476959155286076,-0.298880554577457,-0.0577498201478902,-0.626285912719856,-0.258386039390993,-0.184617847906693,-0.196310964788831,-0.929746921916611,-0.0663430001102785,-0.202816197159328,-0.316801135564721,-0.203913359993787,-0.0743702304735004,-0.280373743994776
0.0545721798955754,-0.126677458062877,0.0575000000000001,-0.00322962417257311,0.00196472242547041,-0.122470641568811,0.0610450628997756,0.011393943911705,-0.368057201829283,-0.0384278927752147,-0.574206390941625,0.217887714014876,0.362990699761157,0.521185191967596,-0.57567017380903,-0.0591904315875776,-0.00270088210695718,0.0607621188286689,-0.0552490098088761,-0.51348097136837,-0.209936459483141,-0.480986520277774,0.0622491014990012,-0.61466050943745,0.1049,-0.0686118019658033,0.0226488774096076,-0.532697064205849,-0.140901173990636,-0.214375578444848,-0.16032253718665,-0.0663058625498484,0.290842162403059,0.00170000000000003,-0.0475760213826398,-0.207984979755795,-0.118184464778005,-0.336187186760362,-0.0947489866406227,-0.351975317979029,-0.206590596198446,0.0407929121262722,-0.0261550280767532,-0.291011099775049,-0.113579597787087,-0.100296311070055,-0.662156543590851,-0.0890903048049358,0.0960683650583891,-0.0422671150558953,-0.169021157335058,-0.188020903706414,0.0721213183981402,-0.206587141172792,-0.160701693814122,-0.0180988661774194,-0.145619815622043,-0.053620089603492,-0.710832588221934,-0.320303789514466,-0.0440618240641859,-0.628199643107978,-0.407742768700819,-0.318669021241071,-0.38911369707102,-0.616270752120643,-0.103914527629446,0.125692174236453,-0.0563310394112169,-0.119163486687067,-0.0394717691164933,0.268488928166031,-0.10121956058603,-0.246095453546356,-0.00402987295205959,-0.335379982590904,-0.163440155327901,-0.0250463801844453
0.199465627505674,-0.0915456573061343,-0.0443377337928381,0.00739745930383573,-0.064729914194232,-0.0927864512192236,0.179691403511769,-0.182241040885181,-0.143033056785383,-0.104110006238096,-0.31723229501739,0.152696973674977,0.0867414339562587,-0.0651819183914188,-0.487040195996038,-0.165518951401871,-0.00567666482412865,-0.0252119301540965,-0.586666075390591,-0.0821154246043394,-0.0541529829237439,-0.561840351746939,-0.0361541952343313,-0.323944588824985,0.00178984238775115,0.110816786732405,-0.200497162559587,-0.451556539082157,-0.0770482884114255,-0.681642947005152,0.00163915097211054,-0.201280238808498,0.00646682201628157,-0.015922597863583,0.0326868410872045,0.0506553894194706,-0.0671725989579014,0.142699304266398,-0.0302122360205888,-0.382920059769828,-0.125046200309127,0.0160697977224722,-0.0559673072896258,-0.523310138219121,-0.353609159676107,-0.00601852744386044,-0.179140560860065,-0.00177343601136637,-0.0559584336417176,-0.170618006732048,-0.356664933628943,0.107069299095504,0.0784310307388663,-0.0644921970386265,-0.0345251235759351,0.0921314740557511,-0.0833273268570801,-0.0785584838670006,-0.34415739721756,-0.359291249234357,-0.0574074844861149,-0.410484600192098,-0.207031167644427,-0.145098236722422,-0.858290507861434,-0.544483895552825,-0.0911159812823562,0.3148662762355,0.0152992442279045,-0.263207641447804,-0.181322479438215,-0.622057491740735,-0.00206718013734297,-0.0923745143525416,-0.36801851857532,-0.739220235582755,-0.158379432665408,-0.20781816324874
0.209059611496727,-0.194072287815567,-0.0312509682180027,-0.084670404811651,-0.514193056357894,-0.13113106278796,0.033733740919774,0.0561732400600039,-0.444618100843024,-0.0978983148164863,-0.382365065865385,0.287163998367192,0.183288931463447,0.187568879200896,-0.726488992980353,-0.00945824785801219,0.015429352378574,0.184429460217465,-0.196285693929191,-0.298426786082906,0.133033986054654,-0.132985784472616,-0.22540136731068,-0.145961571303911,0.125784147668871,-0.182552125606953,-0.076365962300156,-0.340985855122903,-0.219602756869483,-0.683334539857326,0.0577902465111797,0.054372757506449,-0.451657624387261,-0.0698630610006166,0.1433,-0.200298213009792,-0.113519244682932,-0.132193367013253,-0.103739432205839,-0.427948224122395,-0.0942317118645658,-0.00716272431061993,-0.0395727406234359,-0.591057135465487,-0.434344529152761,-0.0425617519463509,-0.565724807091448,-0.116418885239316,-0.125130171925328,-0.0791679327635659,0.23207436898026,-0.744212200446899,0.0400333736171981,-0.0834839999989736,-0.120941844656919,-0.361412119289392,-0.0623195345659052,-0.0637783522789221,-0.00793196577184752,-0.413968621525013,-0.0412280188960666,-0.371418756323182,-0.0454704646944714,-0.0158272499286812,-0.711809732916117,-0.390870931296822,-0.048008161347843,-0.514272968605072,-0.359448506022391,-0.40183122844592,-0.451104083920707,-0.491763978404787,-0.0734394011295004,-0.121943790553381,-0.799925864096589,-0.257029482056064,-0.00607243954486392,-0.00212672901769428
0.190026368401372,-0.115069072204431,0.0773999999999999,-0.181781745653033,-0.520388077729334,-0.310665509824345,0.0556227061830494,-0.0523348509379041,-0.0671177612970376,-0.0144577599607619,-0.222398071675413,0.271175947638648,0.269302774788153,-0.164540357701286,-0.493127051795875,-0.243052280422751,0.00350656600586197,0.155099844468699,-0.300114533371451,-0.595027289936096,-0.202257561474487,0.0390474172684474,0.103305611844698,-0.547525398732875,0.142470484432863,0.1631844662225,-0.0318829642866471,-0.316401984184234,-0.200594134808795,-0.62686576990989,-0.0278704554152904,-0.0665851923585983,-0.301144684112661,-0.0782023046097182,-0.066579126089179,-0.0516970416269196,-0.396493606865539,-0.299464553098417,-0.10334696861979,-0.230693264224111,-0.0342026851109575,0.000702936411797195,-0.0372154178148775,-0.67674267034692,-0.0481620447945471,0.0222997079551366,-0.485854443413713,-0.36636772281577,-0.0263216044640593,-0.0951490445762129,-0.300430339336239,0.598489749757328,0.0165590400273681,0.0201479682416283,-0.15753695585636,0.0490724700264178,-0.407276890219287,-0.0411967132438179,-0.548925267158105,-0.217519245765133,-0.040586518662077,-0.438213536162847,-0.378025408292662,-0.173099169704131,-0.761654969414673,-0.424980193635308,-0.125590852279137,0.250386923006286,-0.35928254350331,-0.430297670607125,0.0137280890025393,-0.645608636629119,-0.0574536004502135,-0.0676746532835294,-0.177165951992194,-0.193388849283012,-0.205755362373765,-0.0171282953329536
